ENTREZID	SYMBOL	ENSEMBL	GENENAME
162282	ANKFN1	ENSG00000153930	ankyrin repeat and fibronectin type III domain containing 1
9241	NOG	ENSG00000183691	noggin
339210	C17orf67	ENSG00000214226	chromosome 17 open reading frame 67
8526	DGKE	ENSG00000153933	diacylglycerol kinase epsilon
246754	MTVR2	NA	mouse mammary tumor virus receptor homolog 2
7706	TRIM25	ENSG00000121060	tripartite motif containing 25
100500827	MIR3614	ENSG00000284542	microRNA 3614
8161	COIL	ENSG00000121058	coilin
59342	SCPEP1	ENSG00000121064	serine carboxypeptidase 1
376412	RNF126P1	ENSG00000261192	ring finger protein 126 pseudogene 1
8165	AKAP1	ENSG00000121057	A-kinase anchoring protein 1
124540	MSI2	ENSG00000153944	musashi RNA binding protein 2
101927557	LOC101927557	ENSG00000266100	uncharacterized LOC101927557
101927539	LOC101927539	ENSG00000263499	uncharacterized LOC101927539
101927581	CCDC182	ENSG00000166329	coiled-coil domain containing 182
51649	MRPS23	ENSG00000181610	mitochondrial ribosomal protein S23
404093	CUEDC1	ENSG00000180891	CUE domain containing 1
7716	VEZF1	ENSG00000136451	vascular endothelial zinc finger 1
101929185	LOC101929185	NA	uncharacterized LOC101929185
6426	SRSF1	ENSG00000136450	serine and arginine rich splicing factor 1
101927666	DYNLL2-DT	ENSG00000266290	DYNLL2 divergent transcript
140735	DYNLL2	ENSG00000264364	dynein light chain LC8-type 2
26689	OR4D1	ENSG00000141194	olfactory receptor family 4 subfamily D member 1
55545	MSX2P1	NA	msh homeobox 2 pseudogene 1
124538	OR4D2	ENSG00000255713	olfactory receptor family 4 subfamily D member 2
8288	EPX	ENSG00000121053	eosinophil peroxidase
54903	MKS1	ENSG00000011143	MKS transition zone complex subunit 1
4025	LPO	ENSG00000167419	lactoperoxidase
4353	MPO	ENSG00000005381	myeloperoxidase
9256	TSPOAP1	ENSG00000005379	TSPO associated protein 1
100506779	TSPOAP1-AS1	ENSG00000265148	TSPOAP1, SUPT4H1 and RNF43 antisense RNA 1
406934	MIR142	ENSG00000284353	microRNA 142
100616220	MIR4736	ENSG00000264399	microRNA 4736
6827	SUPT4H1	ENSG00000213246	SPT4 homolog, DSIF elongation factor subunit
54894	RNF43	ENSG00000108375	ring finger protein 43
124535	HSF5	ENSG00000176160	heat shock transcription factor 5
9110	MTMR4	ENSG00000108389	myotubularin related protein 4
101927688	SEPTIN4-AS1	ENSG00000264672	SEPTIN4 antisense RNA 1
5414	SEPTIN4	ENSG00000108387	septin 4
284083	NA	NA	NA
56155	TEX14	ENSG00000121101	testis expressed 14, intercellular bridge forming factor
5889	RAD51C	ENSG00000108384	RAD51 paralog C
22843	PPM1E	ENSG00000175175	protein phosphatase, Mg2+/Mn2+ dependent 1E
4591	TRIM37	ENSG00000108395	tripartite motif containing 37
348235	SKA2	ENSG00000182628	spindle and kinetochore associated complex subunit 2
768216	MIR454	ENSG00000211514	microRNA 454
407027	MIR301A	ENSG00000207996	microRNA 301a
55771	PRR11	ENSG00000068489	proline rich 11
105371844	NA	NA	NA
55181	SMG8	ENSG00000167447	SMG8 nonsense mediated mRNA decay factor
284161	GDPD1	ENSG00000153982	glycerophosphodiester phosphodiesterase domain containing 1
388403	YPEL2	ENSG00000175155	yippee like 2
100616204	MIR4729	ENSG00000263857	microRNA 4729
101927728	LINC01476	NA	long intergenic non-protein coding RNA 1476
79665	DHX40	ENSG00000108406	DEAH-box helicase 40
1213	CLTC	ENSG00000141367	clathrin heavy chain
51651	PTRH2	ENSG00000141378	peptidyl-tRNA hydrolase 2
81671	VMP1	ENSG00000062716	vacuole membrane protein 1
406991	MIR21	ENSG00000284190	microRNA 21
51174	TUBD1	ENSG00000108423	tubulin delta 1
6198	RPS6KB1	ENSG00000108443	ribosomal protein S6 kinase B1
51136	RNFT1	ENSG00000189050	ring finger protein, transmembrane 1
101927755	RNFT1-DT	ENSG00000267302	RNFT1 divergent transcript
653645	TBC1D3P1-DHX40P1	ENSG00000267104	TBC1D3P1-DHX40P1 readthrough, transcribed pseudogene
105371935	NA	NA	NA
100616210	MIR4737	ENSG00000264049	microRNA 4737
63897	HEATR6	ENSG00000068097	HEAT repeat containing 6
645638	WFDC21P	ENSG00000261040	WAP four-disulfide core domain 21, pseudogene
653653	LOC653653	ENSG00000280852	adaptor related protein complex 1 subunit sigma 2 pseudogene
105376849	NA	NA	NA
762	CA4	ENSG00000167434	carbonic anhydrase 4
84669	USP32	ENSG00000170832	ubiquitin specific peptidase 32
677681	SCARNA20	ENSG00000252577	small Cajal body-specific RNA 20
124773	CHCT1	ENSG00000141371	CHD1 helical C-terminal domain containing 1
10513	APPBP2	ENSG00000062725	amyloid beta precursor protein binding protein 2
388406	LINC01999	ENSG00000267772	long intergenic non-protein coding RNA 1999
8493	PPM1D	ENSG00000170836	protein phosphatase, Mg2+/Mn2+ dependent 1D
54828	BCAS3	ENSG00000141376	BCAS3 microtubule associated cell migration factor
100189080	TRSUP-TTA1-1	NA	tRNA suppressor (TTA) 1-1
101927855	LOC101927855	ENSG00000267131	uncharacterized LOC101927855
103689912	TBX2-AS1	ENSG00000267280	TBX2 antisense RNA 1
6909	TBX2	ENSG00000121068	T-box transcription factor 2
388407	LINC02875	ENSG00000187013	long intergenic non-protein coding RNA 2875
9496	TBX4	ENSG00000121075	T-box transcription factor 4
342538	NACA2	ENSG00000253506	nascent polypeptide associated complex subunit alpha 2
83990	BRIP1	ENSG00000136492	BRCA1 interacting helicase 1
57508	INTS2	ENSG00000108506	integrator complex subunit 2
9969	MED13	ENSG00000108510	mediator complex subunit 13
440452	TBC1D3P2	ENSG00000290800	TBC1 domain family member 3 pseudogene 2
146779	EFCAB3	ENSG00000172421	EF-hand calcium binding domain 3
339175	METTL2A	ENSG00000087995	methyltransferase 2A, tRNA N3-cytidine
105371937	NA	NA	NA
11011	TLK2	ENSG00000146872	tousled like kinase 2
9902	MRC2	ENSG00000011028	mannose receptor C type 2
162333	MARCHF10	ENSG00000173838	membrane associated ring-CH-type finger 10
693218	MIR633	ENSG00000207552	microRNA 633
26115	TANC2	ENSG00000170921	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2
1534	CYB561	ENSG00000008283	cytochrome b561
1636	ACE	ENSG00000159640	angiotensin I converting enzyme
81033	KCNH6	ENSG00000173826	potassium voltage-gated channel subfamily H member 6
10238	DCAF7	ENSG00000136485	DDB1 and CUL4 associated factor 7
51204	TACO1	ENSG00000136463	translational activator of cytochrome c oxidase I
4215	MAP3K3	ENSG00000198909	mitogen-activated protein kinase kinase kinase 3
80774	LIMD2	ENSG00000136490	LIM domain containing 2
729683	LOC729683	NA	uncharacterized LOC729683
92335	STRADA	ENSG00000266173	STE20 related adaptor alpha
57003	CCDC47	ENSG00000108588	coiled-coil domain containing 47
11325	DDX42	ENSG00000198231	DEAD-box helicase 42
117246	FTSJ3	ENSG00000108592	FtsJ RNA 2'-O-methyltransferase 3
5705	PSMC5	ENSG00000087191	proteasome 26S subunit, ATPase 5
6603	SMARCD2	ENSG00000108604	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2
146771	TCAM1P	ENSG00000240280	testicular cell adhesion molecule 1, pseudogene
1443	CSH2	ENSG00000213218	chorionic somatomammotropin hormone 2
2689	GH2	ENSG00000136487	growth hormone 2
1442	CSH1	ENSG00000136488	chorionic somatomammotropin hormone 1
1444	CSHL1	ENSG00000204414	chorionic somatomammotropin hormone like 1
2688	GH1	ENSG00000259384	growth hormone 1
974	CD79B	ENSG00000007312	CD79b molecule
6329	SCN4A	ENSG00000007314	sodium voltage-gated channel alpha subunit 4
400612	PRR29-AS1	ENSG00000264954	PRR29 antisense RNA 1
92340	PRR29	ENSG00000224383	proline rich 29
3384	ICAM2	ENSG00000108622	intercellular adhesion molecule 2
2081	ERN1	ENSG00000178607	endoplasmic reticulum to nucleus signaling 1
692227	SNORD104	ENSG00000199753	small nucleolar RNA, C/D box 104
677842	SNORA50C	ENSG00000277887	small nucleolar RNA, H/ACA box 50C
55852	TEX2	ENSG00000136478	testis expressed 2
5175	PECAM1	ENSG00000261371	platelet and endothelial cell adhesion molecule 1
100526648	NA	NA	NA
284021	MILR1	ENSG00000271605	mast cell immunoglobulin like receptor 1
11232	POLG2	ENSG00000256525	DNA polymerase gamma 2, accessory subunit
1655	DDX5	ENSG00000108654	DEAD-box helicase 5
100616387	MIR3064	ENSG00000284564	microRNA 3064
100616408	MIR5047	ENSG00000284368	microRNA 5047
90799	CEP95	ENSG00000258890	centrosomal protein 95
64750	SMURF2	ENSG00000108854	SMAD specific E3 ubiquitin protein ligase 2
146880	ARHGAP27P1	NA	Rho GTPase activating protein 27 pseudogene 1
102464831	MIR6080	ENSG00000278581	microRNA 6080
440456	PLEKHM1P1	ENSG00000291117	pleckstrin homology and RUN domain containing M1 pseudogene 1
100422961	MIR4315-2	ENSG00000284172	microRNA 4315-2
374819	LRRC37A3	ENSG00000176809	leucine rich repeat containing 37 member A3
374819	LRRC37A3	ENSG00000275621	leucine rich repeat containing 37 member A3
201283	AMZ2P1	ENSG00000291140	AMZ2 pseudogene 1
10672	GNA13	ENSG00000120063	G protein subunit alpha 13
100507002	LOC100507002	NA	uncharacterized LOC100507002
8787	RGS9	ENSG00000108370	regulator of G protein signaling 9
8313	AXIN2	ENSG00000168646	axin 2
201134	CEP112	ENSG00000154240	centrosomal protein 112
350	APOH	ENSG00000091583	apolipoprotein H
5578	PRKCA	ENSG00000154229	protein kinase C alpha
101928001	PRKCA-AS1	NA	PRKCA antisense RNA 1
693219	MIR634	ENSG00000207943	microRNA 634
27091	CACNG5	ENSG00000075429	calcium voltage-gated channel auxiliary subunit gamma 5
27092	CACNG4	ENSG00000075461	calcium voltage-gated channel auxiliary subunit gamma 4
786	CACNG1	ENSG00000108878	calcium voltage-gated channel auxiliary subunit gamma 1
9931	HELZ	ENSG00000198265	helicase with zinc finger
101928021	HELZ-AS1	NA	HELZ antisense RNA 1
5718	PSMD12	ENSG00000197170	proteasome 26S subunit, non-ATPase 12
26207	PITPNC1	ENSG00000154217	phosphatidylinositol transfer protein cytoplasmic 1
100500895	MIR548AA2	ENSG00000207688	microRNA 548aa-2
693131	MIR548D2	ENSG00000263690	microRNA 548d-2
25926	NOL11	ENSG00000130935	nucleolar protein 11
100124536	SNORA38B	ENSG00000200394	small nucleolar RNA, H/ACA box 38B
2186	BPTF	ENSG00000171634	bromodomain PHD finger transcription factor
284018	C17orf58	ENSG00000186665	chromosome 17 open reading frame 58
7233	TRR-CCG2-1	NA	tRNA-Arg (anticodon CCG) 2-1
3838	KPNA2	ENSG00000182481	karyopherin subunit alpha 2
100499466	LINC00674	NA	long intergenic non-protein coding RNA 674
440461	ARHGAP27P2	NA	Rho GTPase activating protein 27 pseudogene 2
51321	AMZ2	ENSG00000196704	archaelysin family metallopeptidase 2
22901	ARSG	ENSG00000141337	arylsulfatase G
9120	SLC16A6	ENSG00000108932	solute carrier family 16 member 6
5573	PRKAR1A	ENSG00000108946	protein kinase cAMP-dependent type I regulatory subunit alpha
55062	WIPI1	ENSG00000070540	WD repeat domain, phosphoinositide interacting 1
693220	MIR635	ENSG00000207561	microRNA 635
54757	FAM20A	ENSG00000108950	FAM20A golgi associated secretory pathway pseudokinase
101928104	LINC01482	ENSG00000267659	long intergenic non-protein coding RNA 1482
10351	ABCA8	ENSG00000141338	ATP binding cassette subfamily A member 8
10350	ABCA9	ENSG00000154258	ATP binding cassette subfamily A member 9
104355297	ABCA9-AS1	ENSG00000231749	ABCA9 antisense RNA 1
23460	ABCA6	ENSG00000154262	ATP binding cassette subfamily A member 6
100847008	MIR4524B	ENSG00000265331	microRNA 4524b
100616316	MIR4524A	ENSG00000283385	microRNA 4524a
10349	ABCA10	ENSG00000154263	ATP binding cassette subfamily A member 10
100133319	PRO1804	ENSG00000278873	uncharacterized LOC100133319
23461	ABCA5	ENSG00000154265	ATP binding cassette subfamily A member 5
5608	MAP2K6	ENSG00000108984	mitogen-activated protein kinase kinase 6
101928122	LINC01483	ENSG00000227517	long intergenic non-protein coding RNA 1483
102723487	LINC01497	ENSG00000237560	long intergenic non-protein coding RNA 1497
101928141	LINC01028	ENSG00000267603	long intergenic non-protein coding RNA 1028
3773	KCNJ16	ENSG00000153822	potassium inwardly rectifying channel subfamily J member 16
400617	KCNJ2-AS1	ENSG00000267365	KCNJ2 antisense RNA 1
3759	KCNJ2	ENSG00000123700	potassium inwardly rectifying channel subfamily J member 2
101928165	CASC17	ENSG00000260785	cancer susceptibility 17
102723505	ROCR	NA	regulator of chondrogenesis RNA
102606463	LINC01152	ENSG00000256124	long intergenic non-protein coding RNA 1152
102723517	LOC102723517	NA	uncharacterized LOC102723517
400618	SOX9-AS1	ENSG00000234899	SOX9 antisense RNA 1
101928205	LINC02097	ENSG00000226101	long intergenic non-protein coding RNA 2097
6662	SOX9	ENSG00000125398	SRY-box transcription factor 9
100499467	LINC00673	ENSG00000227036	long intergenic non-protein coding RNA 673
400619	LINC00511	ENSG00000227036	long intergenic non-protein coding RNA 511
201266	SLC39A11	ENSG00000133195	solute carrier family 39 member 11
201266	SLC39A11	ENSG00000282291	solute carrier family 39 member 11
6752	SSTR2	ENSG00000180616	somatostatin receptor 2
9382	COG1	ENSG00000166685	component of oligomeric golgi complex 1
84923	VCF1	ENSG00000133193	VCP nuclear cofactor family member 1
55028	C17orf80	ENSG00000141219	chromosome 17 open reading frame 80
642843	CPSF4L	ENSG00000187959	cleavage and polyadenylation specific factor 4 like
23580	CDC42EP4	ENSG00000179604	CDC42 effector protein 4
54549	SDK2	ENSG00000069188	sidekick cell adhesion molecule 2
100134391	LOC100134391	ENSG00000263574	uncharacterized LOC100134391
283982	LINC00469	NA	long intergenic non-protein coding RNA 469
400620	LINC02092	ENSG00000234721	long intergenic non-protein coding RNA 2092
6169	RPL38	ENSG00000172809	ribosomal protein L38
85001	MGC16275	ENSG00000246731	uncharacterized protein MGC16275
94015	TTYH2	ENSG00000141540	tweety family member 2
64446	DNAI2	ENSG00000171595	dynein axonemal intermediate chain 2
124602	KIF19	ENSG00000196169	kinesin family member 19
388419	BTBD17	ENSG00000204347	BTB domain containing 17
350383	GPR142	ENSG00000257008	G protein-coupled receptor 142
55890	GPRC5C	ENSG00000170412	G protein-coupled receptor class C group 5 member C
55890	GPRC5C	ENSG00000291917	G protein-coupled receptor class C group 5 member C
11314	CD300A	ENSG00000167851	CD300a molecule
11314	CD300A	ENSG00000291918	CD300a molecule
124599	CD300LB	ENSG00000178789	CD300 molecule like family member b
124599	CD300LB	ENSG00000291919	CD300 molecule like family member b
10871	CD300C	ENSG00000167850	CD300c molecule
10871	CD300C	ENSG00000291920	CD300c molecule
100130520	CD300H	ENSG00000284690	CD300H molecule (gene/pseudogene)
100130520	CD300H	ENSG00000291925	CD300H molecule (gene/pseudogene)
100131439	CD300LD	ENSG00000204345	CD300 molecule like family member d
100131439	CD300LD	ENSG00000291922	CD300 molecule like family member d
146723	CD300LD-AS1	ENSG00000182352	CD300LD antisense RNA 1
146723	CD300LD-AS1	ENSG00000291923	CD300LD antisense RNA 1
342510	CD300E	ENSG00000186407	CD300e molecule
326624	RAB37	ENSG00000172794	RAB37, member RAS oncogene family
146722	CD300LF	ENSG00000186074	CD300 molecule like family member f
9368	NHERF1	ENSG00000109062	NHERF family PDZ scaffold protein 1
100500847	MIR3615	ENSG00000284186	microRNA 3615
26151	NAT9	ENSG00000109065	N-acetyltransferase 9 (putative)
54868	TMEM104	ENSG00000109066	transmembrane protein 104
2905	GRIN2C	ENSG00000161509	glutamate ionotropic receptor NMDA type subunit 2C
2232	FDXR	ENSG00000161513	ferredoxin reductase
283985	FADS6	ENSG00000172782	fatty acid desaturase 6
124590	USH1G	ENSG00000182040	USH1 protein network component sans
92736	OTOP2	ENSG00000183034	otopetrin 2
347741	OTOP3	ENSG00000182938	otopetrin 3
283987	HID1	ENSG00000167861	HID1 domain containing
102723641	HID1-AS1	ENSG00000263586	HID1 antisense RNA 1
30850	CDR2L	ENSG00000109089	cerebellar degeneration related protein 2 like
3396	MRPL58	ENSG00000167862	mitochondrial ribosomal protein L58
23510	KCTD2	ENSG00000180901	potassium channel tetramerization domain containing 2
100189078	TRR-CCT1-1	NA	tRNA-Arg (anticodon CCT) 1-1
100189181	TRR-CCT2-1	NA	tRNA-Arg (anticodon CCT) 2-1
100189371	TRR-TCG3-1	NA	tRNA-Arg (anticodon TCG) 3-1
10476	ATP5PD	ENSG00000167863	ATP synthase peripheral stalk subunit d
9121	SLC16A5	ENSG00000170190	solute carrier family 16 member 5
79637	ARMC7	ENSG00000125449	armadillo repeat containing 7
30833	NT5C	ENSG00000125458	5', 3'-nucleotidase, cytosolic
51155	JPT1	ENSG00000189159	Jupiter microtubule associated homolog 1
6613	SUMO2	ENSG00000188612	small ubiquitin like modifier 2
79902	NUP85	ENSG00000125450	nucleoporin 85
23163	GGA3	ENSG00000125447	golgi associated, gamma adaptin ear containing, ARF binding protein 3
51081	MRPS7	ENSG00000125445	mitochondrial ribosomal protein S7
57409	MIF4GD	ENSG00000125457	MIF4G domain containing
100287042	MIF4GD-DT	ENSG00000263843	MIF4GD divergent transcript
60386	SLC25A19	ENSG00000125454	solute carrier family 25 member 19
2885	GRB2	ENSG00000177885	growth factor receptor bound protein 2
100500841	MIR3678	ENSG00000264511	microRNA 3678
9772	TMEM94	ENSG00000177728	transmembrane protein 94
102466911	MIR6785	ENSG00000284595	microRNA 6785
57513	CASKIN2	ENSG00000177303	CASK interacting protein 2
283989	TSEN54	ENSG00000182173	tRNA splicing endonuclease subunit 54
3993	LLGL2	ENSG00000073350	LLGL scribble cell polarity complex component 2
80022	MYO15B	ENSG00000266714	myosin XVB
9400	RECQL5	ENSG00000108469	RecQ like helicase 5
643008	SMIM5	ENSG00000204323	small integral membrane protein 5
100130933	SMIM6	ENSG00000259120	small integral membrane protein 6
29115	SAP30BP	ENSG00000161526	SAP30 binding protein
3691	ITGB4	ENSG00000132470	integrin subunit beta 4
2584	GALK1	ENSG00000108479	galactokinase 1
3021	H3-3B	ENSG00000132475	H3.3 histone B
100616282	MIR4738	ENSG00000283853	microRNA 4738
85451	UNK	ENSG00000132478	unk zinc finger
201294	UNC13D	ENSG00000092929	unc-13 homolog D
23558	WBP2	ENSG00000132471	WW domain binding protein 2
91107	TRIM47	ENSG00000132481	tripartite motif containing 47
201292	TRIM65	ENSG00000141569	tripartite motif containing 65
64978	MRPL38	ENSG00000204316	mitochondrial ribosomal protein L38
85302	FBF1	ENSG00000188878	Fas binding factor 1
51	ACOX1	ENSG00000161533	acyl-CoA oxidase 1
100529145	TEN1-CDK3	ENSG00000261408	TEN1-CDK3 readthrough (NMD candidate)
100134934	TEN1	ENSG00000257949	TEN1 subunit of CST complex
1018	CDK3	ENSG00000250506	cyclin dependent kinase 3
2125	EVPL	ENSG00000167880	envoplakin
6730	SRP68	ENSG00000167881	signal recognition particle 68
8811	GALR2	ENSG00000182687	galanin receptor 2
353174	ZACN	ENSG00000186919	zinc activated ion channel
23265	EXOC7	ENSG00000182473	exocyst complex component 7
102466753	MIR6868	ENSG00000275360	microRNA 6868
2302	FOXJ1	ENSG00000129654	forkhead box J1
100507218	RNF157-AS1	ENSG00000267128	RNF157 antisense RNA 1
114804	RNF157	ENSG00000141576	ring finger protein 157
283991	UBALD2	ENSG00000185262	UBA like domain containing 2
84074	QRICH2	ENSG00000129646	glutamine rich 2
5635	PRPSAP1	ENSG00000161542	phosphoribosyl pyrophosphate synthetase associated protein 1
8877	SPHK1	ENSG00000176170	sphingosine kinase 1
63893	UBE2O	ENSG00000175931	ubiquitin conjugating enzyme E2 O
15	AANAT	ENSG00000129673	aralkylamine N-acetyltransferase
79651	RHBDF2	ENSG00000129667	rhomboid 5 homolog 2
114757	CYGB	ENSG00000161544	cytoglobin
768206	PRCD	ENSG00000214140	photoreceptor disc component
100507246	SNHG16	ENSG00000163597	small nucleolar RNA host gene 16
677850	SNORD1C	ENSG00000274091	small nucleolar RNA, C/D box 1C
677849	SNORD1B	ENSG00000199961	small nucleolar RNA, C/D box 1B
677848	SNORD1A	ENSG00000278261	small nucleolar RNA, C/D box 1A
10610	ST6GALNAC2	ENSG00000070731	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2
55808	ST6GALNAC1	ENSG00000070526	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1
