CM1	CM2	CM3	CP1	CP2	CP3	CP4	CP5	KM1	KM2	KM3	KP1	KP2	KP3	KP4	KP5	KP5.1
791226	0	2	0	0	7	0	1	0	0	0	0	0	0	0	0	0	1
9696	259	553	117	197	458	632	459	2586	370	694	191	231	473	521	574	2838	3590
26870	1	1	0	1	0	1	1	18	0	4	1	0	2	8	0	8	12
4237	6	64	6	9	89	29	76	2	0	148	11	3	122	48	91	2	2
23400	5868	5364	2799	3197	3412	7499	4880	4421	6860	3808	3484	2385	2981	6259	4579	4056	5473
6390	3832	5724	6127	5167	7913	8276	7357	8384	4745	5271	7641	4625	9344	8307	6135	7441	7577
11240	21	21	434	7	11146	5066	11	54	36	90	708	6	25965	4663	37	29	65
29943	9133	6100	4029	1404	113	151	10016	36	7734	8146	3143	1334	218	63	11861	0	0
51702	102	1022	15	52	45	2	34	12	120	899	11	34	138	8	25	118	123
100616188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23569	2	6	4	4	6	242	0	1	2	2	10	0	4	108	0	0	8
353238	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0
55920	23987	30492	20015	16743	21476	45347	67175	29319	24341	19249	20517	12182	19028	38889	46950	17207	21882
55160	1564	1348	2306	1106	299	2000	1414	574	2162	2201	4588	1630	380	2367	1707	832	1147
81569	2	2	86	2	6	3	52	7	16	2	60	0	4	9	12	8	12
101927876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84966	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0
127707	140	843	999	6	0	27	867	19	192	786	1387	57	6	18	1117	6	0
5081	2	814	2	0	9	2	5396	2	0	665	0	0	10	2	6157	0	0
80834	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
8659	1483	1331	70	946	2417	2149	2807	4150	1655	1226	99	1033	2817	2117	4370	5672	7333
100616120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100302276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126917	10248	10320	62	3143	8855	3171	10468	2812	10319	17240	50	2239	10449	2383	12312	2683	2915
23352	13142	17514	12031	21050	23233	25796	28893	25100	13575	13399	14176	17797	28789	20684	20157	19271	28594
23065	7618	6097	10093	8288	14319	15965	12545	14112	7706	4811	10129	6608	14911	10485	8819	11664	15925
51154	4384	4376	6536	4953	6987	12077	8828	6874	3941	3336	5329	3705	7885	9577	5911	3829	4737
246181	2	3	175	20	8	7	0	22	5	12	280	30	3	9	6	7	15
22977	15	18	7120	17	83	12	4	79	18	17	7957	14	87	26	7	11	46
100506730	79	113	85	66	65	98	42	119	139	150	244	104	230	159	47	203	255
8574	2939	3832	2606	3448	5130	4211	2892	4893	3101	2552	3073	2578	4886	3213	2378	4830	6172
54896	1320	959	2222	2182	2608	1786	720	1403	1430	1017	2247	1741	2890	2105	922	1523	1860
832	16812	31008	14746	12207	41573	26380	22341	28190	20631	26300	14160	10081	48982	22030	26221	22941	21179
100532736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440574	3687	5140	6936	3894	6232	8615	6618	8360	4010	4125	7258	3276	5511	6773	5711	5422	3379
644068	19	25	19	14	17	41	27	51	26	24	25	10	12	22	35	34	42
4681	68	21	7	72	95	45	45	38	70	12	1	54	100	45	33	26	15
3362	1	6	4	2	2	0	12	373	6	5	0	1	30	0	14	660	857
255104	969	1041	854	965	480	2044	2064	1169	965	1264	1735	981	638	2118	2168	1154	1587
54546	0	0	834	0	0	0	0	4	2	0	2480	0	0	0	0	0	0
23252	948	2814	1972	437	1221	1352	1902	1755	983	1925	2385	469	2198	1391	1483	1852	2529
30814	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5320	0	2	0	0	4	0	65	6	0	2	0	0	2	4	136	0	0
5322	2	0	0	0	3	2	0	0	0	0	0	0	0	2	0	0	0
26279	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0
64600	8	5	0	0	0	30	15	4	20	11	0	0	0	63	26	0	0
391013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127733	30	30	2	0	2	186	2	0	10	57	0	2	2	227	2	0	0
101928017	0	2	0	0	0	42	0	0	0	0	0	0	0	37	0	0	0
127731	2	4	0	0	0	0	1	2	2	4	0	0	2	0	6	0	0
339505	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
55450	7178	5856	8222	105	354	21405	13406	518	7102	6705	9559	162	375	18550	7664	357	340
79594	2622	3258	1949	1743	2806	3150	3135	3141	2659	3097	2298	1027	2575	2358	3173	2417	3086
163933	0	0	0	0	514	0	0	0	0	0	0	0	964	8	0	0	0
978	2765	2474	442	4879	42	56	37	1050	3120	2467	694	4542	28	103	65	1363	1391
65018	606	1010	531	1632	1033	806	448	2234	767	980	1089	1569	1390	980	803	3304	4194
102464833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100861548	166	262	102	61	172	206	124	258	208	228	188	82	288	283	131	305	497
1650	20752	26266	29001	16253	19253	30932	33456	25363	22639	25982	35194	15133	23379	29299	32650	28999	34588
57576	2	22	16	25	201	29	0	24	30	20	10	21	262	45	12	93	110
400745	106	280	213	1143	931	504	114	707	166	110	89	877	667	336	40	513	616
50809	9997	16587	11462	12565	19434	19956	24774	22173	10424	13011	13574	9639	16019	15678	21915	16377	20648
8672	6168	8420	9544	8493	13773	9889	8647	12037	7435	7566	13253	9066	15211	9452	8959	10362	13297
100302155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1889	12677	5991	4531	7595	13840	8795	33132	16287	13728	7670	9119	9655	22956	11468	26490	17375	23841
100506801	11	2	4	5	0	4	28	6	6	4	0	1	8	4	20	2	7
84224	364	435	8	2	676	468	740	624	544	560	29	0	1232	605	925	759	854
249	0	64	11	0	57	2	2	0	0	151	10	2	71	8	2	0	0
5909	473	443	2892	627	509	846	571	302	574	600	3819	869	829	989	402	526	671
84196	3850	6760	3430	2777	7066	7192	6224	4489	3820	5822	3696	2325	8229	6216	5903	4417	5305
401944	33	26	0	0	7	15	3	4	51	26	0	10	17	5	2	1	1
3339	60829	20611	1341	8027	30503	21229	7220	7233	58818	19155	2396	11785	25893	18719	7987	9257	13614
23436	72	4	3	0	3	0	0	0	31	0	1	0	3	0	0	0	0
10136	27	0	5	0	1	0	0	0	16	0	7	0	0	0	0	0	0
101928043	12	3	10	13	18	28	7	24	5	0	21	5	1	10	5	8	11
29092	213	124	493	424	770	752	327	517	270	172	656	390	424	606	201	375	497
998	26374	29319	22441	21327	28206	47987	37917	27295	23592	26493	21460	15266	23741	33282	31819	19435	19861
54361	694	252	2856	49	153	160	15	45	892	1370	4523	57	234	264	6	29	62
100616433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9923	2009	3704	2709	2729	5746	3114	1938	2185	2334	3560	3798	2521	6666	3167	1998	2488	3594
2046	0	0	0	6	5	2	2	190	5	0	6	0	0	2	1	146	182
102466615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
712	12	0	0	8	10	0	0	10	0	0	2	10	14	18	0	0	8
714	13	0	0	5	17	0	0	6	0	0	0	23	12	15	0	0	26
713	8	0	0	4	1	0	0	4	0	0	0	6	2	4	0	0	8
2048	7013	1166	4285	1710	2252	1916	1667	1215	11808	2505	6091	2280	5209	2337	3176	1875	1954
100616391	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
100422914	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
646262	0	0	2	0	0	0	0	0	4	0	1	0	0	0	0	0	0
729059	3	12	4	1	6	2	4	0	0	0	2	1	11	4	4	8	5
23028	16239	4954	5899	3272	6127	8036	12873	6359	23720	7510	8613	4158	14114	11794	16706	11061	14060
100422866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100616177	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7798	2710	4958	3468	2917	4593	4421	4171	1508	4669	5872	3920	3682	8800	6674	5589	2183	3382
3352	639	4	59	476	200	2345	46	25	676	4	348	726	242	2920	28	14	12
100996511	16	13	10	12	14	13	23	23	4	23	17	14	22	24	23	17	14
10236	16966	23033	18559	17974	20584	29269	36887	19693	16623	20243	17447	15526	24589	26513	31220	14330	14509
80818	594	1279	473	732	1419	1086	1849	869	832	1570	794	971	2118	1240	2339	938	1252
148898	30	65	23	22	13	55	59	103	37	29	28	39	23	61	55	97	87
6920	120	203	1118	23	757	125	273	55	169	265	3105	6	840	153	552	19	23
55616	357	240	73	608	1108	396	126	615	963	748	308	1106	1716	734	323	1270	1651
1870	1110	739	1389	495	666	1823	867	2041	799	588	1328	392	572	1580	684	833	1199
101928163	0	0	0	0	0	0	0	4	0	0	1	0	0	6	0	0	0
3399	40	144	5150	2312	1771	11497	24	18842	98	127	3955	1810	2049	22011	38	14035	14727
259283	0	0	21	0	0	2	0	7	0	0	19	0	0	10	0	9	20
6135	31982	43298	41083	40996	49637	65793	66755	52447	39301	44743	41731	37843	44004	56488	50977	50811	42256
6924	3861	4818	8818	4330	8611	11454	5570	6909	3876	3911	7062	3299	7160	8176	4213	4949	6349
100506963	14	36	48	38	18	33	26	10	19	28	54	27	16	37	38	25	12
57095	2488	4755	5781	2024	4081	3711	3195	2344	1991	3253	4701	1383	3454	2575	2500	1683	1995
11313	6059	9361	8481	7758	6256	9989	8915	4862	7265	9149	8542	6492	6653	9254	11355	5229	4902
2582	5962	4518	7750	6652	5374	8641	8255	2525	5472	4686	5765	4774	3595	5882	7058	2016	2186
3155	1788	1571	1174	2803	1976	2387	3217	2511	2125	1552	1875	2336	1558	1880	3146	2372	2678
2517	2800	2846	838	925	1129	2809	2782	655	2877	4177	1503	1086	1627	2899	3700	1213	1542
1269	0	0	0	0	4	0	0	0	0	0	0	4	2	0	0	0	0
100616492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
55629	6808	12998	10329	8969	9197	11198	17054	10295	7344	12486	8893	7105	7992	8432	13935	8335	9441
10772	7438	8803	7823	7271	8903	10604	10385	11201	7383	7329	7517	5446	7666	8435	7577	6437	8168
127294	0	10	4	4	4	0	0	14	9	11	2	5	11	0	0	21	16
58985	278	295	42	525	99	16	141	3	730	559	37	659	244	42	323	2	0
163702	473	1770	114	1105	91	392	230	202	641	1426	178	1221	130	571	400	206	282
284632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57822	268	630	16	57	489	319	202	6	283	1226	16	103	700	996	380	11	0
90529	439	896	701	668	960	788	1173	497	434	686	687	487	692	542	1050	412	443
57185	2156	6701	6558	4226	1172	3359	2838	1254	2558	7529	7228	4141	1355	3183	3648	1845	2389
100750325	2	16	9	1	1	4	6	2	1	0	16	2	7	0	1	4	0
11123	385	1290	453	902	1446	1737	1960	773	353	1218	1040	804	1510	1804	1965	730	958
100506985	36	146	61	55	143	226	207	124	37	158	185	71	192	226	188	88	139
400746	38	45	2	0	22	26	189	3	53	74	8	0	16	70	412	2	0
10250	5258	6581	6689	7109	7310	10524	11554	9645	6370	7358	6893	6234	8218	9787	11220	7986	9631
25932	2912	7834	75	4452	11535	3938	20657	4601	5724	10599	209	7601	33540	10405	20824	8368	10382
864	2	4	2	0	12	4	15	4	0	0	2	2	18	13	4	0	12
102465437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100616365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25949	2124	4752	4227	3301	3990	2984	5725	3681	3013	5795	4924	3146	3685	3002	5341	3517	2897
57035	856	2256	1755	1105	800	1558	809	1173	1271	2376	1758	1140	498	1343	928	1040	1049
6007	0	33	4	0	19	8	18	12	0	21	4	0	18	14	26	2	16
23585	3277	5314	2521	4494	4960	4598	6718	3928	5267	6356	3170	4862	6550	5373	9194	4516	2914
6006	31	6	20	24	25	30	5	9	23	6	10	43	12	13	14	16	16
55219	1690	2267	3709	1248	2143	1913	2601	1247	2905	2877	4957	1500	3012	2520	3092	1501	1621
26119	1599	2066	101	2242	1778	2096	1960	1242	1818	3529	213	1900	1965	2169	1985	970	1473
57134	102	105	154	0	35	2	6	75	189	94	340	5	70	10	2	191	193
57190	5960	6425	320	3693	6781	7348	3017	11270	7313	5602	678	3593	10374	8031	3393	13291	18597
56181	561	1283	1169	802	2366	2356	847	1205	746	1224	1721	827	2382	2482	975	1392	1819
646471	43	69	102	48	50	74	19	83	85	68	144	85	43	111	48	156	212
79000	856	960	453	664	566	1581	1497	741	906	744	429	528	391	1674	1070	333	451
164091	3284	3135	284	4926	3388	12443	1926	1551	5127	5000	270	6348	5492	13839	2710	2705	2793
3925	12831	24708	11980	15502	34621	23696	38141	45469	11445	12781	12536	10833	19809	13357	29857	20495	21814
100500808	0	0	4	3	7	3	1	5	1	0	0	0	3	0	0	5	0
5051	1551	1277	1671	1407	1720	3780	1985	924	1235	783	1788	749	1057	2169	1467	531	826
2134	10	0	0	70	4	255	0	23	18	0	0	110	8	138	4	64	123
7780	0	2	0	2	0	1174	4	0	0	0	2	3	0	1564	0	2	2
105376910	0	0	0	0	0	71	0	0	0	0	0	1	0	102	0	0	0
84676	0	0	0	8	0	10	5	0	2	0	2	0	0	9	8	0	0
149420	504	876	939	629	652	1639	2836	750	453	660	1069	534	785	974	2257	479	636
79927	6	0	0	0	10	34	34	12	0	0	0	0	22	36	8	21	50
105376887	0	0	5	0	0	1	0	0	0	0	3	0	0	0	0	2	0
51042	610	1102	2203	1814	3337	5775	2388	2384	761	1489	1987	1446	3630	5372	1881	1855	1806
10256	601	1813	999	1238	334	3084	1442	26	668	1829	1269	1206	294	2215	1584	18	12
378807	0	0	0	0	0	0	1	0	3	2	0	0	0	0	0	0	0
101928303	0	24	0	0	0	2	0	0	0	24	4	0	0	18	8	0	2
64793	1071	2526	3721	3657	5669	4410	3171	3012	876	1624	3272	2557	4512	3180	2338	1343	1943
83442	5452	13325	9285	22852	17158	12480	18051	5036	6205	14151	8913	16959	15655	10429	15463	5360	5166
91544	389	634	361	1108	609	822	1320	590	402	480	321	961	506	668	1585	404	559
1043	10	0	1	18	3	6	3	15	3	0	0	12	0	4	1	9	3
55057	1557	1062	58	2467	40	10560	1710	5	1651	1532	81	3580	68	9164	2173	16	4
257101	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	4
79727	0	14	33	11	16	4	7	4	4	27	97	6	39	12	13	16	12
79947	919	2152	2677	2758	2859	3149	3165	1833	1012	1769	2421	2904	3488	2715	2825	1695	2095
101928324	4	4	9	6	6	2	9	5	2	2	12	12	2	9	15	2	2
3151	15735	56623	27310	36853	39723	49126	81167	35999	17960	38766	31541	34865	35702	43215	69219	28123	26887
6195	2073	5922	4451	3106	3889	4671	5193	5644	1801	4128	3872	1678	2607	2319	5555	2450	3026
100302190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928728	131	218	246	134	493	316	123	128	213	235	331	155	502	310	203	152	125
8289	4782	11295	13603	10153	20747	19890	10774	5029	3916	9801	14431	7167	15119	16023	10176	4514	5810
55650	451	1721	745	1053	2078	2296	869	1311	509	1326	964	697	1681	1804	944	1127	1381
84243	1554	2138	2124	2627	6641	6767	3146	2589	1887	2811	2286	3063	6271	6130	3781	2622	3315
2810	8471	35741	9698	35730	10481	17244	24439	411	10133	39776	7927	39470	10256	14678	30054	818	850
54707	638	1365	1818	1277	1756	1535	1096	1079	753	1338	1911	913	1757	1228	1227	1003	1210
63906	491	1829	1588	1073	3448	1640	1273	985	568	1617	1668	1001	2972	1404	1275	794	772
10726	5433	12213	29269	8898	27462	14377	17520	16425	5464	9353	26170	6373	23561	11682	14034	9814	8987
8431	0	8	5704	5	375	8	7	48	0	2	9549	6	93	8	5	0	2
126695	555	1495	1402	1208	160	2007	1418	4	717	1724	1784	1071	69	1986	1554	2	0
388610	3024	825	16717	4917	6631	1186	96	200	2631	1376	11984	3554	3726	725	465	89	93
115572	771	696	41	868	1051	1231	0	115	1026	1110	148	1373	1061	1676	0	259	262
6548	1347	6962	2311	3716	4232	6859	3472	3711	1753	9218	2942	4374	5889	8008	4415	4274	4150
23038	1461	6069	1719	3222	6082	4090	3126	3604	1724	4672	2320	3051	5148	3689	3546	3196	4080
84065	848	2199	1442	2208	2741	2641	2626	1220	1202	2363	1711	2260	3578	2807	2624	1459	1920
644961	10	30	26	25	39	75	40	32	22	22	38	27	36	71	48	7	18
100887744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84958	770	2453	369	1214	79	901	2729	798	633	2990	534	1298	112	813	2543	1080	1412
9064	467	695	457	964	872	1072	1593	1417	742	1241	528	974	1577	1408	2490	1517	2139
8547	2	2	0	0	15	2	0	11	0	2	3	2	5	2	1	4	19
388611	2	5	0	2	2	2	3	0	0	11	0	0	2	1	20	0	0
2827	44	45	673	219	102	346	19	695	29	24	617	169	48	218	5	104	146
10163	7086	14896	13910	13446	16680	23389	19321	16929	5749	14096	15092	10484	15964	16181	18516	14656	18297
27245	1378	2185	946	2475	2605	3764	742	1774	1934	2782	1349	3104	4254	4002	1191	2663	2799
2268	5	3	0	0	0	0	1	0	0	2	1	0	0	2	0	1	12
2537	10125	3551	701	7708	3806	418	3438	2120	21151	30973	1143	7780	3749	530	9649	2862	2892
199870	313	472	228	401	946	748	697	583	503	393	267	314	1174	660	780	522	527
23673	2292	2725	3321	2241	3141	3975	2169	1981	2350	2521	3247	1802	2432	3172	1651	1392	2005
5511	3049	4414	4626	2693	5233	6100	5303	3768	3294	4658	4708	2578	5742	5233	4400	2989	3253
677774	2	0	2	0	1	4	2	2	0	0	2	0	0	0	0	0	2
9473	20	356	58	18	267	28	47	215	56	648	132	46	456	39	100	343	479
6118	2937	6174	4049	4013	5798	7565	5839	4345	2778	3507	3731	2926	4360	5776	3749	2543	3157
27293	707	398	205	777	128	398	2376	41	859	376	255	709	124	527	2333	16	23
55113	665	585	324	1917	974	1200	374	2	711	687	537	1635	1067	1273	428	0	0
2140	1282	4329	2413	2005	2439	2780	2021	1803	1788	3908	2919	1804	3667	2808	2030	1558	1944
5724	2020	1719	10	535	68	142	49	21	2080	2184	34	628	18	102	59	11	18
22826	7109	11529	7619	8814	14589	9227	11104	12903	7897	9198	7079	7833	14942	8425	9592	10401	10684
93974	8952	10463	15731	9503	6111	13406	12357	12127	9246	9984	15220	7759	4476	12157	13831	10842	5908
83667	1649	2123	4442	2440	2943	1761	13779	3344	1641	2273	5253	2227	2411	1786	6547	3505	4648
54797	510	1388	1013	619	1517	1214	932	903	635	1342	1057	480	1542	1004	936	508	792
65979	2110	3897	2858	4168	6311	4134	4403	3711	3344	5456	5348	5778	7304	3903	4868	3518	4719
1104	6661	7311	7120	9080	5825	13887	10800	13038	5930	5849	6034	8534	6216	11712	8466	8310	10162
8420	839	1067	6271	2467	896	3345	3295	5270	870	1000	6764	2016	759	2579	1756	3395	3235
6080	23	29	112	115	57	158	134	256	24	17	109	69	31	101	85	114	152
26768	12	16	108	127	34	104	67	180	20	15	92	81	41	65	32	65	154
54952	869	1122	679	823	963	1387	1141	1179	948	997	1078	892	980	1630	1325	1137	1091
85028	429	677	1525	973	279	1283	940	1388	363	606	1535	865	118	1105	757	729	566
692212	3	4	26	35	6	34	19	40	3	9	13	32	8	17	12	8	17
677838	43	46	128	105	48	211	134	219	25	42	112	106	14	140	63	113	118
677825	9	18	28	55	11	43	52	52	21	19	26	23	12	27	32	36	25
692073	11	6	35	49	17	38	29	78	9	22	33	24	9	40	40	52	69
115273	80	13	0	4	53	31	8	8	50	21	0	2	97	53	41	9	12
6883	1224	1962	683	1512	2776	2809	2050	3558	1514	1652	697	1167	2306	2468	1459	2752	2757
26824	3	0	3	1	6	4	7	22	2	8	6	4	1	4	5	14	19
10691	532	1334	714	948	1166	858	858	867	573	1160	702	735	1256	690	785	581	680
105376911	0	1	1	0	0	0	1	0	2	0	0	0	2	0	0	2	0
51441	3984	6884	8553	4244	8266	6625	8284	9169	4733	6918	9628	3849	9580	7010	7425	7629	10142
4985	0	0	665	0	215	0	0	10	2	0	1137	0	272	2	0	0	0
2035	2782	2564	11300	3329	5377	4327	3089	7546	2985	2128	12518	3409	7482	4004	3004	6760	8964
399474	21	2	0	782	88	257	90	65	16	4	8	884	183	358	79	88	56
6429	6859	12033	8802	5478	10007	9473	7392	15523	6923	10622	8100	4539	9264	8525	7383	10078	9970
51102	1436	2039	647	1102	1686	1849	2208	1820	2003	1618	654	900	1770	1667	1762	1333	1494
10076	12577	8445	1271	24	97	2258	1691	1526	14603	9819	2012	65	96	2541	3413	1077	1366
101928460	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
101929406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4146	18	7	9	6	124	12	2	9	24	5	9	6	92	22	11	9	6
100129196	109	45	85	12	47	18	21	41	146	61	72	53	31	45	6	54	81
7805	1244	636	45	18	93	206	8	69	874	259	105	22	54	115	5	23	120
100616164	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
400748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9672	1699	3358	7164	565	3364	266	1401	4439	2188	3864	9124	933	4914	347	1502	8643	10996
9698	8472	10936	10346	7565	10320	11888	12611	12792	10311	10729	11900	6929	12132	10932	13098	11041	12418
692234	5	14	4	6	11	9	6	6	3	1	3	0	1	9	2	1	4
692235	2	4	13	4	4	22	13	11	6	0	9	0	1	13	2	3	20
692200	0	0	0	0	2	0	0	2	1	0	0	3	0	0	1	0	2
79570	8	4	469	0	37	6	4	34	44	2	820	31	242	45	2	450	500
9410	3663	3971	2795	3680	5521	6230	4978	6680	3243	2912	2387	2829	5444	4744	4149	4394	5321
51538	3249	3107	2160	2355	3472	4357	3336	3197	2986	2381	2019	1851	3340	3246	3410	2536	2882
2170	9	41	11	15	13	17	10	27	31	46	12	6	9	16	7	16	61
347735	8745	46428	10763	59	516	13368	4996	572	8381	38335	14062	110	484	9342	5602	340	498
149086	2	0	2	0	0	0	1	0	0	0	4	0	0	0	0	0	0
284551	2	0	12	2	0	0	1	0	2	2	4	0	0	0	0	0	0
64129	63167	39744	610	14309	125	13791	49510	15	39371	32463	551	10491	74	4946	35393	14	8
3061	6	5	0	4	0	10	0	1	1	1	0	0	2	12	0	0	12
553115	3997	2685	2164	2615	2617	3984	2418	2176	4581	2718	2604	2303	3022	3611	2122	2007	3028
1307	52	163	229	81	45	18	13	17	168	329	434	184	57	22	32	11	7
576	718	117	671	45	1382	514	50	704	743	144	929	31	1869	565	53	908	1178
100423028	0	0	0	0	0	3	0	0	0	0	1	0	0	6	0	0	0
90853	368	764	13	43	21	12	1770	80	271	646	12	52	14	13	1287	114	191
8073	19927	17567	9175	10343	30217	50809	46256	19589	26088	20143	9947	8933	39057	58485	33774	16957	16904
10657	15697	23395	15561	13511	17141	17575	28601	27593	17977	19437	16027	10478	18104	15804	25489	23530	28381
55116	1365	1626	1937	2132	2409	1544	1436	2398	1447	1387	2209	1505	2266	1284	1357	1888	1969
100847018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23633	9557	8796	8682	8292	15564	12314	11518	11635	10948	8073	12745	7333	18402	12024	10337	10750	13092
200081	6352	9092	9842	7428	15275	11103	11397	11368	7425	8301	11845	6545	18218	10699	9005	10065	13026
79140	178	417	1693	29	407	853	687	981	187	398	2570	10	477	846	636	1000	707
56063	441	455	478	172	517	507	441	306	508	449	508	107	438	383	412	240	306
55721	330	365	270	262	277	422	461	530	430	176	238	218	144	364	350	262	478
149069	10	5	30	3	19	6	22	14	19	2	33	7	7	12	19	10	10
8668	17188	13577	18675	13862	18857	24678	19024	27430	18005	10104	16437	11258	20313	19448	14492	22488	28931
339483	58	25	184	144	121	33	32	20	60	20	247	165	50	33	47	19	29
84734	15	0	195	32	5	5	2	29	22	12	267	54	24	13	12	21	16
3932	191	322	494	36	10	6	106	10	108	128	634	24	4	10	94	0	4
3065	19548	21827	16522	11791	22366	18688	23958	29112	22093	19172	17101	10376	26998	17041	25657	22789	26547
65108	3116	7862	25347	25	22882	1742	7698	8429	5243	8258	27610	29	19025	1460	7187	9831	10110
100128071	44	20	18	32	11	15	19	24	39	26	26	14	12	11	13	35	64
81629	112	75	44	55	58	6	11	102	70	43	52	69	39	16	37	121	144
55108	3785	4403	5587	3694	6007	5657	3673	4077	3039	2699	4510	1988	3164	3276	2966	2156	2726
728116	0	4	0	0	35	42	2	0	0	8	2	2	14	34	0	0	0
653121	609	725	540	484	767	777	896	1052	524	795	486	487	714	717	772	670	916
339487	1768	1450	3501	1354	2461	1698	2138	2008	2354	1468	3306	1272	2195	1532	1795	1743	1697
5928	6839	8555	7080	5887	15530	7757	9662	13386	6921	6726	7203	4802	13709	6444	8689	7914	11074
81493	16	1	0	30	52	7	5	36	29	9	0	26	43	55	8	62	81
57648	39765	29399	7107	19830	7923	44739	32481	2529	46627	38487	10146	21754	8882	43823	43118	2933	4136
8565	14074	8576	11199	13598	13861	20998	35374	25876	12974	6308	11256	11642	11881	17170	24760	10661	11852
64766	2001	2071	1167	1387	4365	2736	1526	3845	1694	1332	1160	955	3390	2063	1063	2040	2974
252995	50	16	4	0	52	63	9	138	110	19	17	4	123	192	31	506	705
3208	31	5	0	4	22	31	5	4	11	7	0	12	66	23	2	25	37
113452	5793	3215	44	4138	1280	9117	3126	2047	10180	4123	48	4405	2888	9199	5134	2989	3135
127544	4870	4672	1512	1999	2762	2924	2062	1502	6172	6320	1466	1850	2378	2600	2682	1613	1509
204	20283	15609	21678	33246	18250	24635	17082	35517	19929	10380	14763	22950	13756	17196	11398	15925	17421
113451	147	58	6	21	55	39	58	928	255	124	2	36	68	59	107	554	694
55223	547	797	266	429	230	460	214	432	1098	1313	488	826	822	946	555	538	632
149076	2427	1690	26	1170	764	3119	1388	1913	2411	2346	85	2207	750	3106	1359	1604	1618
127550	2	0	6	2	1	2	0	3	1	0	0	0	0	3	0	1	0
1912	5953	8134	11735	20749	12879	13394	11965	5727	4249	5016	11588	9669	7744	5294	5977	2520	4018
100500853	1	0	3	1	0	0	5	0	0	1	1	4	0	2	1	0	0
101929464	3	11	11	4	9	32	8	9	5	5	21	7	2	21	0	6	14
7579	649	863	293	1460	657	555	583	824	697	769	454	1340	812	534	641	703	1055
114784	0	2	0	1	0	0	0	5	0	4	0	0	0	0	0	0	1
127540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
402779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84970	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
693137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2709	201	1677	2	2882	2	38	908	344	256	2602	4	2917	0	58	1143	727	822
127534	738	1712	14	225	1	12	324	46	1041	2508	2	208	1	20	441	12	21
2707	5184	6599	129	22699	8	7507	3572	153	4480	6464	72	14565	18	4931	3241	44	46
2701	2	2	0	8	0	2	0	6	4	0	0	2	0	1	2	0	0
113444	2243	2479	3090	6311	2887	4359	2554	2980	2530	2392	3188	5143	2676	3252	2546	2578	2386
58512	24	0	94	4	24	65	3	306	45	18	163	3	79	119	6	1036	1288
653160	48	22	16	48	23	82	28	91	96	38	43	74	31	60	47	92	105
100506144	1898	1487	472	1601	1062	1727	1118	1760	1977	1484	604	1748	923	1519	1161	1839	1622
9204	791	722	1158	667	1417	1155	855	1248	953	934	1273	687	1700	1433	812	1434	1665
79830	1334	1527	624	1113	2617	2033	2058	2522	1695	1502	628	1180	3103	1853	1964	2301	2895
6421	25496	23976	29945	21861	22040	30476	23592	35875	21813	21693	27399	18321	19042	24244	24392	25480	27138
9202	5655	5033	4269	4399	12344	8673	6330	10202	6330	5164	4705	3974	11471	7053	6051	8463	11608
