,external_gene_name,entrezgene_id,chromosome_name,strand,start_position,end_position,logFC,logCPM,F,PValue,FDR
ENSG00000107223.13,EDF1,8721,9,-1,136862119,136866308,-0.013544434,7.253525649,0.023594461,0.880899251,0.931905642
ENSG00000107438.9,PDLIM1,9124,10,-1,95237572,95291012,-0.024767128,7.454003734,0.017357394,0.897730746,0.942194231
ENSG00000107833.10,NPM3,10360,10,-1,101781325,101783413,-0.382542027,5.463890527,19.17982932,0.00129561,0.00759356
ENSG00000107882.11,SUFU,51684,10,1,102503972,102633535,0.409875049,4.107827009,16.78633066,0.00204035,0.010632802
ENSG00000107938.18,EDRF1,26098,10,1,125719515,125764143,0.1503935,5.281599565,3.698464666,0.082622502,0.174900644
ENSG00000108395.14,TRIM37,4591,17,-1,58982638,59106921,-0.013903563,5.803981957,0.083365078,0.778534914,0.865922017
ENSG00000108465.15,CDK5RAP3,80279,17,1,47967810,47981781,-0.236907029,5.761676727,12.72655232,0.00491288,0.02009
ENSG00000108469.15,RECQL5,9400,17,-1,75626845,75667189,0.029729386,4.728487758,0.129723494,0.726019816,0.82948871
ENSG00000108510.10,MED13,9969,17,-1,61942605,62065278,-0.176851759,6.914035951,12.07518783,0.005745711,0.022602544
ENSG00000108551.5,RASD1,51655,17,-1,17494437,17496395,-0.696623395,5.996858549,2.3972894,0.151802621,0.275986117
ENSG00000108557.19,RAI1,10743,17,1,17681458,17811453,0.265398793,6.697779175,14.0953935,0.003589505,0.016141319
ENSG00000108561.8,C1QBP,708,17,-1,5432777,5448830,-0.145559489,7.446546714,4.242336977,0.065705205,0.146441465
ENSG00000108590.11,MED31,51003,17,-1,6643311,6651634,-0.136813262,3.141552166,2.114922365,0.175754247,0.308064326
ENSG00000108604.15,SMARCD2,6603,17,-1,63832081,63843065,0.03262191,6.503046217,0.505648299,0.492870775,0.646630727
ENSG00000108654.14,DDX5,1655,17,-1,64498254,64508199,0.066988565,8.880854765,2.516228238,0.14297698,0.263567056
ENSG00000108773.11,KAT2A,2648,17,-1,42113111,42121367,0.114531505,6.212581483,4.496517414,0.059276335,0.135036218
ENSG00000108799.13,EZH1,2145,17,-1,42700275,42745049,0.051897972,4.374277147,0.339642648,0.57261528,0.713633676
ENSG00000108840.15,HDAC5,10014,17,-1,44076746,44123702,0.797398008,4.419961671,39.39064571,8.19E-05,0.001146034
ENSG00000108854.16,SMURF2,64750,17,-1,64542282,64662307,-0.29889015,5.77322494,6.817586371,0.025484704,0.070049803
ENSG00000109111.15,SUPT6H,6830,17,1,28662198,28702679,0.155075289,7.707540456,8.556384171,0.014776981,0.046472436
ENSG00000109118.14,PHF12,57649,17,-1,28905250,28951771,0.130421875,5.874254092,6.518306207,0.028178715,0.075779903
ENSG00000109670.15,FBXW7,55294,4,-1,152320544,152536092,-0.658345831,4.485899081,164.9752123,1.18E-07,2.86E-05
ENSG00000109819.9,PPARGC1A,10891,4,-1,23755041,23904089,-0.723284935,3.221223044,1.292310279,0.284170408,0.436067801
ENSG00000109854.13,HTATIP2,10553,11,1,20363685,20383782,-0.113446579,7.066787516,5.548882613,0.039642843,0.098866605
ENSG00000109911.19,ELP4,26610,11,1,31509755,31790324,-0.085030065,4.588606846,1.786289611,0.210248276,0.350859163
ENSG00000109971.14,HSPA8,3312,11,-1,123057489,123063230,-0.269656871,11.04790289,15.44306649,0.002683599,0.012978622
ENSG00000110031.12,LPXN,9404,11,-1,58526871,58578220,-0.65796318,2.949193302,18.19725847,0.001553477,0.008626605
ENSG00000110066.15,KMT5B,51111,11,-1,68154863,68213828,-0.161484913,5.806719383,15.41673888,0.002698462,0.013033468
ENSG00000110092.3,CCND1,595,11,1,69641156,69654474,-1.247295124,8.689872119,67.10000021,8.11E-06,0.000264019
ENSG00000110315.7,RNF141,50862,11,-1,10511673,10541230,-0.35877247,5.997432153,18.57323466,0.001448122,0.008223621
ENSG00000110330.8,BIRC2,329,11,1,102347211,102378670,0.102224747,6.726509461,3.015089184,0.112357344,0.220796458
ENSG00000110395.6,CBL,867,11,1,119206298,119313926,-0.576359227,6.645848269,107.4359872,9.22E-07,7.67E-05
ENSG00000110422.12,HIPK3,10114,11,1,33256672,33357023,2.300589074,6.472409912,416.8890495,1.20E-09,3.73E-06
ENSG00000110711.10,AIP,9049,11,1,67468174,67491154,0.032400177,5.748858118,0.806083958,0.389853904,0.548791775
ENSG00000110713.17,NUP98,4928,11,-1,3671083,3797792,-0.511675334,7.704340642,84.30407155,2.86E-06,0.000154066
ENSG00000110768.12,GTF2H1,2965,11,1,18322295,18367045,-0.291795857,5.84175186,24.75068697,0.000515461,0.003995971
ENSG00000110777.12,POU2AF1,5450,11,-1,111352255,111455630,0.018049581,-2.33080875,0.000349256,0.98593171,0.991492482
ENSG00000111276.11,CDKN1B,1027,12,1,12685498,12722369,-0.000622826,6.674073783,4.93E-05,0.994530391,0.996839721
ENSG00000111358.14,GTF2H3,2967,12,1,123633739,123662604,-0.249580773,5.97174851,12.45400437,0.005242419,0.021113031
ENSG00000111596.12,CNOT2,4848,12,1,70243002,70354993,-0.006033691,6.065919217,0.014384127,0.906850615,0.947804253
ENSG00000111602.12,TIMELESS,8914,12,-1,56416363,56449426,-0.192529844,6.939174213,9.501106721,0.01125723,0.037682819
ENSG00000111642.15,CHD4,1108,12,-1,6570082,6614524,-0.287355412,8.324734743,35.22059262,0.000129782,0.001518638
ENSG00000111653.20,ING4,51147,12,-1,6650301,6663142,0.280569341,3.957028616,6.372677069,0.029614355,0.078980508
ENSG00000111676.15,ATN1,1822,12,1,6924463,6942321,-0.005739191,7.604032729,0.014005163,0.908079508,0.948765074
ENSG00000111707.12,SUDS3,64426,12,1,118376555,118418033,0.04453073,6.702061836,0.480741345,0.5034735,0.656236069
ENSG00000111727.12,HCFC2,29915,12,1,104064531,104106524,0.046490692,3.855048952,0.339610286,0.572633279,0.713633676
ENSG00000111801.16,BTN3A3,10384,6,1,26440472,26453415,-0.301980367,3.740193423,1.572220005,0.237689134,0.383535925
ENSG00000111802.14,TDP2,51567,6,-1,24649979,24666930,-0.80279807,5.528579844,48.33367793,3.45E-05,0.000638606
ENSG00000111816.8,FRK,2444,6,-1,115931149,116060891,-0.510186006,5.653212468,1.93658493,0.193459595,0.330182049
ENSG00000111837.11,MAK,4117,6,-1,10762723,10838553,-0.187583596,-1.044296692,0.29558986,0.598269696,0.734998608
ENSG00000111875.8,ASF1A,25842,6,1,118894152,118909171,-0.205529371,4.818654288,8.336056324,0.015780659,0.048745142
ENSG00000111912.20,NCOA7,135112,6,1,125781161,125932034,-0.376414278,5.738411311,4.090110107,0.069969115,0.153882142
ENSG00000112130.17,RNF8,9025,6,1,37353979,37394734,-0.081153818,4.427198924,1.538353431,0.242465915,0.38905487
ENSG00000112200.17,ZNF451,26036,6,1,57086844,57170305,-0.148748748,5.578666998,8.923416816,0.013270592,0.042665975
ENSG00000112237.13,CCNC,892,6,-1,99542387,99568825,-0.614037908,6.246715124,140.7464582,2.54E-07,4.10E-05
ENSG00000112249.14,ASCC3,10973,6,-1,100508194,100881372,-0.129451289,6.59912454,5.525240706,0.03998729,0.09954111
ENSG00000112282.18,MED23,9439,6,-1,131573966,131628242,0.020858618,5.341474033,0.091837586,0.767906846,0.859495796
ENSG00000112312.10,GMNN,51053,6,1,24774931,24786099,-0.473371913,5.55309473,18.83171224,0.00138064,0.007928635
ENSG00000112319.19,EYA4,2070,6,1,133240514,133532128,-0.442588064,0.649581202,0.278440484,0.613453724,0.747048327
ENSG00000112511.17,PHF1,5252,6,1,33410399,33416453,0.94957566,4.639948113,152.0880028,1.75E-07,3.37E-05
ENSG00000112559.14,MDFI,4188,6,1,41636882,41654244,-0.586540319,3.932194044,3.121350521,0.106941677,0.212690482
ENSG00000112592.14,TBP,6908,6,1,170554302,170572870,-0.239543304,4.225027587,9.664775495,0.010755191,0.036463343
ENSG00000112715.21,VEGFA,7422,6,1,43770184,43786487,-0.151301068,6.523587851,1.780118772,0.2109782,0.35140871
ENSG00000112851.14,ERBIN,55914,5,1,65926556,66082546,-0.179291321,7.489032859,10.83315777,0.007857865,0.028677817
ENSG00000112983.17,BRD8,10902,5,-1,138139770,138178953,-0.101245294,6.305445003,3.518590645,0.089383,0.185627142
ENSG00000113300.12,CNOT6,57472,5,1,180494379,180578358,0.560227334,6.387188518,25.97688027,0.000429599,0.003473941
ENSG00000113578.18,FGF1,2246,5,-1,142592178,142698070,-0.793992176,-0.97394141,1.230700386,0.292584867,0.4450574
ENSG00000113645.14,WWC1,23286,5,1,168291645,168472303,-0.826758312,7.01334368,38.35797169,9.15E-05,0.001229465
ENSG00000113649.11,TCERG1,10915,5,1,146447311,146511961,0.040343031,6.704508872,0.396795449,0.542516024,0.688213152
ENSG00000113812.14,ACTR8,93973,3,-1,53867066,53882152,0.07599997,4.668077564,2.161919604,0.171443957,0.302552407
ENSG00000114166.8,KAT2B,8850,3,1,20040446,20154404,0.619623239,4.161750458,27.72380152,0.00033497,0.002904138
ENSG00000114933.16,INO80D,54891,2,-1,205993721,206086303,-0.17315821,4.764667393,6.503490217,0.028320851,0.076079192
ENSG00000115041.13,KCNIP3,30818,2,1,95297327,95386077,0.020404891,1.967069001,0.001030093,0.975011767,0.985735697
ENSG00000115053.16,NCL,4691,2,-1,231453531,231483641,-0.094590136,10.19797014,1.168836218,0.30438611,0.457599558
ENSG00000115274.15,INO80B,83444,2,1,74455087,74457944,0.315871293,4.543590007,9.231312756,0.012147955,0.039977227
ENSG00000115289.14,PCGF1,84759,2,-1,74505043,74507695,0.063615274,3.221843758,0.496565404,0.496690422,0.649852078
ENSG00000115318.12,LOXL3,84695,2,-1,74532258,74555690,-0.403368889,1.05501748,4.008744419,0.072388566,0.158098936
ENSG00000115548.17,KDM3A,55818,2,1,86440647,86492716,-0.137472337,5.463079115,2.347054069,0.155740363,0.281657293
ENSG00000115641.19,FHL2,2274,2,-1,105357712,105438513,-0.288751043,7.141845856,3.421565216,0.093316473,0.191190645
ENSG00000115750.17,TAF1B,9014,2,1,9843443,9934416,-0.199554501,4.34886934,5.942373886,0.034407895,0.088556945
ENSG00000115942.9,ORC2,4999,2,-1,200908977,200963680,-0.132068675,5.687998691,5.561740465,0.039457033,0.098486192
ENSG00000115993.13,TRAK2,66008,2,-1,201377207,201451500,-0.171570146,6.131240944,9.47626607,0.011335873,0.037903205
ENSG00000116030.16,SUMO1,7341,2,-1,202206182,202238599,-0.136536167,7.339155557,9.934854584,0.009984418,0.034474897
ENSG00000116128.11,BCL9,607,1,1,147541501,147626216,0.226849905,5.072436784,11.66404162,0.006359216,0.024463228
ENSG00000116288.13,PARK7,11315,1,1,7954291,7985505,-0.119877772,7.803324992,4.0867399,0.070067325,0.154029463
ENSG00000116455.14,WDR77,79084,1,-1,111439890,111449256,-0.107949205,6.314299849,2.643176108,0.134268753,0.251969741
ENSG00000116478.12,HDAC1,3065,1,1,32292083,32333635,0.007060411,8.062117877,0.019217479,0.892426864,0.93873784
ENSG00000116539.13,ASH1L,55870,1,-1,155335268,155563162,1.038899691,6.788914596,90.89150096,2.02E-06,0.000125702
ENSG00000116670.15,MAD2L2,10459,1,-1,11674480,11691650,-0.143829852,5.138436506,6.855787064,0.025163785,0.069360934
ENSG00000116761.11,CTH,1491,1,1,70411218,70439851,-0.26652843,3.039638237,2.695385404,0.13088409,0.246840021
ENSG00000116830.12,TTF2,8458,1,1,117060326,117107453,-0.180581432,5.705327542,3.595301836,0.086418625,0.181097314
ENSG00000117115.13,PADI2,11240,1,-1,17066761,17119451,0.740925963,5.547984956,7.843400331,0.01833958,0.054741316
ENSG00000117139.17,KDM5B,10765,1,-1,202724495,202808487,0.140357185,6.992518929,1.59871762,0.23404032,0.379402201
ENSG00000117222.14,RBBP5,5929,1,-1,205086142,205122015,-0.116048373,5.486303154,3.457632554,0.091829514,0.189010427
ENSG00000117505.13,DR1,1810,1,1,93345907,93369493,-0.312702523,6.596438603,67.21136908,8.05E-06,0.000263817
ENSG00000117724.13,CENPF,1063,1,1,214603195,214664571,-0.342530397,8.291073786,10.94241391,0.007638226,0.028062079
ENSG00000118058.21,KMT2A,4297,11,1,118436490,118526832,-0.114700798,7.32773455,4.375456304,0.062236665,0.140295567
ENSG00000118412.12,CASP8AP2,9994,6,1,89829894,89874436,-0.205636025,5.177797981,8.964418019,0.01311408,0.042272986
ENSG00000118515.11,SGK1,6446,6,-1,134169248,134318112,-0.38487472,5.743598178,4.595294684,0.056988483,0.130989196
ENSG00000118579.13,MED28,80306,4,1,17614641,17634105,0.969906484,5.715630587,90.16501371,2.10E-06,0.000128092
ENSG00000118985.16,ELL2,22936,5,-1,95885098,95961851,-0.716401038,5.948663765,47.79115792,3.62E-05,0.000661123
ENSG00000119285.11,HEATR1,55127,1,-1,236549005,236604516,-0.24896222,7.366721458,13.54807202,0.004059838,0.017629562
ENSG00000119401.10,TRIM32,22954,9,1,116687305,116701300,0.436037176,4.60065589,26.36989417,0.000405778,0.00333108
ENSG00000119403.15,PHF19,26147,9,-1,120855651,120894896,-0.480320741,6.12282995,30.53612701,0.000229841,0.002240723
ENSG00000119669.5,IRF2BPL,64207,14,-1,77024543,77028708,0.522985371,6.120245411,75.34873352,4.80E-06,0.000197656
ENSG00000119760.16,SUPT7L,9913,2,-1,27650809,27663840,0.021270087,5.612850196,0.131797039,0.723940767,0.828456497
ENSG00000119969.15,HELLS,3070,10,1,94501434,94613905,-0.093685538,5.613833017,0.959676763,0.349792844,0.507060859
ENSG00000120533.13,ENY2,56943,8,1,109334324,109345954,-0.263030221,5.85775466,13.39698807,0.004202477,0.018023514
ENSG00000120616.15,EPC1,80314,10,-1,32267751,32378798,0.392498364,4.660912221,25.50547406,0.000460417,0.003661133
ENSG00000120656.11,TAF12,6883,1,-1,28589323,28643085,-0.221404561,4.461277281,12.17223079,0.005611444,0.022222039
ENSG00000120733.14,KDM3B,51780,5,1,138352685,138437028,0.301198134,6.773504956,37.48687709,0.00010056,0.001300909
ENSG00000120885.21,CLU,1191,8,-1,27596917,27614700,0.504748991,7.140373876,16.45555923,0.002179789,0.011200937
ENSG00000121022.14,COPS5,10987,8,-1,67043079,67083783,-0.131980688,6.191033206,11.01818316,0.007490237,0.027670498
ENSG00000121060.18,TRIM25,7706,17,-1,56836387,56914080,0.17353679,7.420862795,3.111977238,0.107405987,0.213470481
ENSG00000121236.21,TRIM6,117854,11,1,5596109,5612958,-0.104694199,4.203222477,0.376586841,0.555945672,0.699267905
ENSG00000121390.18,PSPC1,55269,13,-1,19674752,19783019,0.049771532,6.186556658,0.602938736,0.454979582,0.610503476
ENSG00000121481.11,RNF2,6045,1,1,185045526,185102603,-0.167155753,4.770078511,9.552792162,0.011095695,0.037251632
ENSG00000121741.16,ZMYM2,7750,13,1,19958677,20091829,0.049259032,6.624237217,0.535410599,0.480712889,0.635616043
ENSG00000121931.16,LRIF1,55791,1,-1,110947190,110963965,0.110667377,5.5172532,5.115782289,0.04657625,0.112078361
ENSG00000122481.17,RWDD3,25950,1,1,95234210,95247225,0.062744284,2.904722701,0.504359008,0.493409759,0.646971821
ENSG00000122484.9,RPAP2,79871,1,1,92299059,92402056,0.064153711,4.830616522,0.991983076,0.342157358,0.499367528
ENSG00000122565.19,CBX3,11335,7,1,26201162,26213607,-0.325198887,8.338382635,45.38000497,4.52E-05,0.000765519
ENSG00000122779.18,TRIM24,8805,7,1,138460259,138589996,0.421727859,5.541550393,27.63057621,0.000339345,0.002928257
ENSG00000122882.10,ECD,11319,10,-1,73130155,73169055,-0.230656889,5.87850481,22.49632356,0.000733713,0.005051909
ENSG00000123064.12,DDX54,79039,12,-1,113157173,113185479,-0.067110278,6.993880855,1.50127791,0.247846344,0.395399142
ENSG00000123066.8,MED13L,23389,12,-1,115957905,116277693,0.372384181,6.925985274,14.39939057,0.00335655,0.015343182
ENSG00000123124.13,WWP1,11059,8,1,86342547,86478420,-0.321652281,6.177847554,54.33608781,2.07E-05,0.000466314
ENSG00000123349.14,PFDN5,5204,12,1,53295291,53299452,-0.102741613,6.831694553,1.942754496,0.192808924,0.329603704
ENSG00000123374.11,CDK2,1017,12,1,55966781,55972789,-0.417752749,6.18147467,25.97721987,0.000429578,0.003473941
ENSG00000123562.17,MORF4L2,9643,X,-1,103675496,103688158,-0.17463942,8.041135974,5.579373126,0.039203947,0.098052935
ENSG00000123609.10,NMI,9111,2,-1,151270470,151289894,-0.07220853,5.592688188,0.364295442,0.559231435,0.701969516
ENSG00000123728.10,RAP2C,57826,X,-1,132203024,132219480,-0.340622015,5.637570873,26.17493519,0.000417391,0.003396779
ENSG00000123908.12,AGO2,27161,8,-1,140520156,140635633,0.258249349,6.911539508,5.541358681,0.039752067,0.099055538
ENSG00000124151.19,NCOA3,8202,20,1,47501887,47656877,0.422175809,7.255667688,17.05581417,0.001934596,0.010203165
ENSG00000124177.15,CHD6,84181,20,-1,41402083,41618384,0.307463171,6.198965567,18.43937459,0.00148462,0.008349511
ENSG00000124523.15,SIRT5,23408,6,1,13574227,13615158,-0.211861206,3.908725598,6.242543715,0.030973089,0.081719102
ENSG00000124641.16,MED20,9477,6,-1,41905354,41921139,-0.074000593,4.926809425,1.330602142,0.274850485,0.425160691
ENSG00000124795.16,DEK,7913,6,-1,18223860,18264548,-0.401342474,8.035886957,60.01285933,1.34E-05,0.000359804
ENSG00000125107.18,CNOT1,23019,16,-1,58519951,58629885,-0.142657317,8.643696269,8.288961056,0.016005763,0.049296416
ENSG00000125651.14,GTF2F1,2962,19,-1,6379572,6393981,-0.058450857,6.566687314,1.504892329,0.247314695,0.394823104
ENSG00000125686.12,MED1,5469,17,-1,39404285,39451272,0.450609958,6.770437864,34.8577937,0.000135356,0.001552816
ENSG00000125817.8,CENPB,1059,20,-1,3783851,3786740,-0.192821726,7.733502642,12.59764086,0.005065547,0.020594337
ENSG00000125931.11,CITED1,4435,X,-1,72301638,72307187,-0.575452565,0.020437551,0.96256078,0.349100983,0.506554118
ENSG00000125970.12,RALY,22913,20,1,33993646,34108308,-0.253851935,7.657477749,15.02495312,0.002931759,0.013883872
ENSG00000126012.11,KDM5C,8242,X,-1,53191321,53225422,0.003474456,7.014139873,0.007193999,0.934038079,0.962727998
ENSG00000126432.14,PRDX5,25824,11,1,64318121,64321811,0.124281444,7.687861931,2.154473257,0.172117643,0.303415008
ENSG00000126457.21,PRMT1,3276,19,1,49675786,49689029,-0.005920631,7.727676921,0.008192185,0.92962331,0.96071895
ENSG00000126756.12,UXT,8409,X,-1,47651796,47659180,-0.141511452,5.328031081,1.782310766,0.210718532,0.351134282
ENSG00000127445.13,PIN1,5300,19,1,9835257,9849689,0.031711601,5.873946489,0.08390135,0.777845158,0.865448499
ENSG00000127511.9,SIN3B,23309,19,1,16829398,16880353,0.39870235,5.751327926,24.42720181,0.000541444,0.004113363
ENSG00000127616.18,SMARCA4,6597,19,1,10960932,11079426,-0.058883732,7.292167606,1.007039951,0.338682752,0.496008516
ENSG00000127663.15,KDM4B,23030,19,1,4969113,5153598,0.604413275,5.161700998,63.76271339,1.02E-05,0.000305702
ENSG00000127870.17,RNF6,6049,13,-1,26132115,26222314,0.021504807,6.152103862,0.145886835,0.710286005,0.820311148
ENSG00000128708.13,HAT1,8520,2,1,171922448,171983686,-0.437107758,6.657162913,51.95990552,2.52E-05,0.000523831
ENSG00000128886.12,ELL3,80237,15,-1,43772605,43777315,0.615866456,2.219828867,6.900064437,0.024797928,0.068608065
ENSG00000128908.16,INO80,54617,15,-1,40978880,41116280,-0.300287017,5.874429272,41.57424856,6.54E-05,0.000990698
ENSG00000128915.12,ICE2,79664,15,-1,60419609,60479160,-0.038150595,5.714298551,0.695292199,0.423349787,0.581129162
ENSG00000129315.11,CCNT1,904,12,-1,48688458,48716998,0.036045341,6.152707013,0.472778367,0.506950678,0.659490425
ENSG00000129465.16,RIPK3,11035,14,-1,24336025,24340022,0.129438333,2.312328646,0.029019243,0.868396834,0.924428482
ENSG00000129474.16,AJUBA,84962,14,-1,22971177,22982551,0.129908859,6.784789847,1.96656169,0.190324944,0.326640247
ENSG00000129515.19,SNX6,58533,14,-1,34561093,34630160,0.040301762,7.084721339,0.875184746,0.371010708,0.528754571
ENSG00000129518.9,EAPP,55837,14,-1,34515938,34539711,0.3140181,4.855590165,18.55794817,0.001452235,0.008242439
ENSG00000129559.13,NEDD8,4738,14,-1,24216857,24232367,-0.214026121,6.823820668,3.953761674,0.074082303,0.160824996
ENSG00000129691.15,ASH2L,9070,8,1,38105493,38144076,-0.138733328,5.422050425,8.999143514,0.012983264,0.041963471
ENSG00000129757.13,CDKN1C,1028,11,-1,2883213,2885775,1.21855636,1.661625293,16.74868107,0.002055671,0.010693103
ENSG00000129993.14,CBFA2T3,863,16,-1,88874858,88977207,0.269537494,3.664801337,0.455885458,0.517994248,0.669785987
ENSG00000130024.15,PHF10,55274,6,-1,169703902,169725566,-0.173751161,5.86228345,11.70047834,0.006301765,0.024267454
ENSG00000130165.10,ELOF1,84337,19,-1,11551147,11559236,0.185304416,5.263325014,3.062279766,0.109910608,0.217049893
ENSG00000130254.12,SAFB2,9667,19,-1,5586999,5624046,0.279079424,6.41537434,9.216461843,0.012199408,0.040098064
ENSG00000130382.9,MLLT1,4298,19,-1,6210381,6279975,-0.061516034,6.351516027,1.354816876,0.270779091,0.420753861
ENSG00000130402.12,ACTN4,81,19,1,38647649,38731589,-0.076744224,10.75795887,1.420388092,0.260165545,0.408594917
ENSG00000130589.16,HELZ2,85441,20,-1,63558086,63574239,0.768028935,6.764745488,21.02967797,0.000936119,0.006015852
