Geneid	HISAT2 on dataset 210 and 211: aligned reads (BAM)	Length
353145	0	688
84648	2	610
353144	0	425
353143	0	288
353142	0	270
353141	0	594
353140	0	594
26239	0	612
353139	0	592
199834	0	388
100129271	0	908
448834	1	2594
353137	0	598
353135	0	1180
353134	0	430
353133	0	695
353132	0	1139
353131	0	625
448835	0	642
4184	0	770
3713	2	2534
163778	0	746
6698	11	655
6707	12	986
6699	30	619
6703	3	682
6700	0	677
6701	1	675
6704	6	681
6705	8	671
6702	0	678
6706	3	650
101928009	0	2254
149018	0	541
574414	0	3511
4014	0	1298
114771	0	2042
57115	0	2539
6280	34	577
6283	0	466
6279	2	584
338324	4	4279
645922	0	480
6278	2	439
6277	48101	683
6276	389	1997
6275	56746	564
101928034	323	1390
6274	265	738
6273	512	963
140576	2943	1604
57402	23	1095
6284	4609	1626
6271	202	594
26097	4030	2250
23557	1724	1052
3608	17652	1906
100189015	2	72
4881	58	4303
102466879	0	89
65123	110	5761
11000	4	2413
343052	0	660
105371448	0	3463
57459	167	7657
9909	3214	6212
200186	2968	2863
27173	9781	3097
102465441	0	70
148327	519	1949
10899	7087	1574
5872	9778	1714
6232	34745	351
91181	25	5884
100847024	0	72
7170	32735	11584
100126346	0	79
388701	3	706
25912	10601	2763
9898	20145	5674
10456	5998	1175
89872	0	1843
57198	7162	6580
3570	167	6613
126669	0	6909
126668	0	4464
55585	4203	3223
100874097	10	443
1141	28	5719
103	41571	7670
3782	4	13237
10654	2112	1669
57326	8716	3199
90780	4397	3180
101928120	61	1066
6464	18411	5218
1163	3903	924
100423020	18	91
80308	3288	3294
55891	9	649
51043	1945	4855
127579	32	3589
149095	21	2297
100505666	43	1837
8751	5861	3424
1945	765	1257
1944	551	1782
1942	1499	2090
55974	5942	1718
54344	2266	547
200185	3384	547
80128	368	4794
4582	2217	1838
693235	0	96
7059	6292	5081
4580	967	1902
2630	64	2036
2629	28	2820
10712	0	3193
10067	0	1621
1196	0	2179
57657	0	4853
5313	1	3340
2224	8136	1647
284618	14	1393
23623	2591	4941
55870	11918	11950
693140	1	96
645682	2	1083
645676	319	1964
55154	1380	3367
55249	4456	3870
7818	8062	2220
100129405	251	2231
54856	4631	8709
23208	183	5280
6016	1759	3481
22889	2342	2992
677823	2	134
677771	3	129
339403	0	1146
9181	5238	8812
102465442	0	64
105371729	8	849
6746	14835	1307
56893	7551	3890
28956	3110	681
57111	10	1085
92312	1939	6124
4000	37471	4144
64218	5	4234
9673	4210	4553
11243	369	1234
100527963	0	1001
632	0	545
79957	255	3212
23381	6008	4726
84283	682	2354
112770	3223	2027
391104	0	1014
7203	58629	2382
128229	66	1200
57127	0	2490
10485	35	3093
407046	0	89
4209	4554	6579
128239	4826	6362
164118	2	3353
128240	10472	1121
54865	4089	2164
101928177	0	385
60484	43	2313
63827	1361	4050
10763	449	5558
1382	19	1166
81875	3029	3253
51093	2322	2282
79590	4821	1095
3068	46652	3316
5546	4266	2657
9047	294	1859
4914	9	2857
3645	0	4193
375033	204	5091
149499	49	2514
9826	5596	8421
768220	2	114
440695	0	1977
2117	1906	6406
360155	2	310
83416	0	5404
83417	0	3459
115352	0	4852
79368	0	3796
115350	0	5341
922	0	2791
55243	37429	8040
646268	0	835
912	0	3815
909	0	2179
911	0	2592
910	0	1396
913	0	2378
128360	0	945
391107	0	939
391109	0	942
343406	0	1008
391112	0	978
128366	0	954
128367	0	981
128368	0	942
6708	0	8243
81448	0	975
391114	0	948
128371	0	1032
128372	0	939
81442	0	954
4332	3	1667
149628	0	5655
3428	199	3325
9447	10	1528
100189166	0	74
57863	2	3698
100131825	0	3294
2532	2	2210
2205	2	1172
441911	0	990
26476	0	1651
127385	0	930
325	0	931
1401	0	2035
54935	21	721
343413	0	2110
56833	19	3640
284677	11	2501
391123	1	1818
25790	26	1795
100422852	0	101
8407	20505	1754
57549	11	4182
89886	0	1156
100505633	0	1138
93183	2863	4322
3766	0	5306
3765	0	7315
93185	1553	3028
477	2	5464
480	0	4108
844	0	1958
729867	5	1578
8682	3647	2799
50717	11914	4690
5824	5753	3669
4807	14	2812
1314	22966	5666
474338	13	1210
23385	14338	4018
57216	12	6056
114836	0	2746
8832	8	8279
6504	0	6773
962	2	1996
57823	2	2936
4063	0	3807
51744	0	2664
55600	0	1182
101928372	0	2136
142683	0	1633
50848	4901	4830
100131187	5	673
7391	2978	1835
257106	79	4426
81607	4	3572
126823	431	1368
5202	2075	691
4817	1769	3196
9191	1286	3279
51506	3678	1122
27005	2264	2485
5498	1152	3704
8703	3495	2610
9507	165	4332
4720	13655	2345
2207	17	591
336	0	473
84134	1243	2911
100847090	0	76
9970	26	1796
654790	2	1424
4359	6	1955
6391	8352	2885
257177	696	783
100189373	2	73
100189407	0	72
100189402	0	74
100188997	11	72
100189412	0	72
100189394	0	83
100189366	0	71
100189091	0	72
100189260	0	72
100189235	0	72
100189009	0	83
100189252	0	71
100189385	0	72
100189141	0	72
100189290	0	72
100189316	0	83
100189230	0	71
100189259	0	72
100189188	0	72
100189134	0	72
100189364	0	83
100189160	0	71
100189017	0	72
100189039	0	72
100189120	0	72
100189139	0	83
100189274	0	71
2212	4	3559
100189380	0	71
3310	62	2358
100189018	0	83
100189011	0	72
100189126	0	74
2214	0	2403
9103	0	2488
3311	0	2493
100189003	0	84
2215	0	2741
2213	0	2270
641311	0	1558
84824	4	2363
127943	43	2096
11266	1033	1287
102724329	0	506
22926	8246	7630
25903	101	5655
9722	925	6885
100616386	0	76
693141	1	95
284680	4	1504
400793	2365	4252
117157	0	2535
127933	30846	8658
6675	10004	2602
4921	11323	11111
51478	1463	1749
339512	4944	5222
5999	23458	3978
8490	26771	7424
101928404	9	2633
83540	2094	1990
100422212	0	2122
5087	47	16065
100505795	0	1963
4009	0	3947
6258	0	2703
400794	0	1752
440699	0	1122
4259	2037	1544
223	9677	2628
440700	12	1216
54499	11639	4670
100147773	79	2148
7371	5442	5344
100500832	0	56
149297	142	4753
100126349	0	56
116123	0	1364
57645	4363	4272
117143	1102	2249
387597	0	8851
84944	0	2134
10223	0	2802
92235	0	4900
101928484	0	1854
5451	2785	14350
919	4	1832
8804	4536	2026
92241	4	5438
100189211	0	72
100189019	0	72
9019	8682	5010
55811	11	7455
25874	4909	2678
55827	13511	3713
100313835	0	67
23432	1033	10078
261726	6014	3971
375035	519	856
84832	698	1866
9095	127	2822
693142	0	98
100505918	0	2442
101928565	0	619
6846	0	565
6375	0	1737
1805	0	1728
79100	0	955
101978719	1	1129
101928596	125	2558
481	2409	2200
29922	978	2234
8548	1604	3434
57821	7	2402
10560	279	3665
2153	5	9179
6403	0	3570
6402	2	2495
6401	2	3875
92342	403	2132
55732	1465	3599
57147	692	3498
22920	1958	4682
149281	5	2312
100423010	0	85
100422839	0	85
284688	0	1725
101928650	6	634
92344	468	3832
5396	1	4287
80133	0	5090
2328	0	2216
100302178	0	79
100847009	0	60
388714	0	2125
2327	0	5304
2326	16	3017
2329	144	3343
7151	1	2431
23215	30841	10709
4653	0	2045
8674	1227	5155
51603	4367	3407
26052	10	9329
100874284	0	391
100628315	0	7957
406996	0	110
100422882	0	81
406977	0	110
102724541	14	698
92346	0	1622
5279	1898	1500
51430	4837	6188
356	0	1897
8995	46	748
7292	83	3829
100506023	79	5619
101928673	18	1819
9588	19699	1670
284525	0	4510
730159	0	1028
339416	1	8530
27252	1828	3745
91687	1017	2787
55157	8406	3540
100506046	34	694
60674	5800	632
26769	18	43
26802	39	77
26774	450	71
26770	15	81
692198	73	54
26806	64	61
692197	37	61
692196	39	81
692195	7	60
619498	109	72
84614	129	4252
462	6	1772
149041	2660	11129
102724601	0	448
9910	1380	10480
9293	0	1472
101928696	2	670
27101	9773	3315
63931	2685	2237
63923	0	5008
9674	10	4939
7143	0	5515
101928727	0	1925
101928751	0	1805
64326	2655	2878
677679	1	144
60676	3	11147
460	0	7705
574441	0	83
57795	0	5043
102724661	0	677
101928778	0	1666
89866	14	4024
730102	90	2978
100302401	66	2338
9462	2632	11115
400797	0	3431
84066	0	1392
105373472	12	2253
400798	45	2577
100616328	0	86
55103	2673	7777
9068	0	3819
9917	6960	6133
64222	4741	2124
27	3258	12649
6646	8444	7438
126859	10	4244
7827	0	2048
163589	4	4324
148753	0	4579
163590	4466	14943
26092	9591	4099
9857	11635	13672
5768	13174	3316
200058	360	2717
89884	23	2214
100527964	76	2657
84320	2234	1616
100423032	0	77
148756	0	1491
9213	11943	8496
57710	38	4155
10228	3147	6377
3140	4778	7948
51278	585	2342
101928973	0	542
100287948	0	259
777	0	15326
127665	4	4871
400799	0	571
2752	1047	8796
127670	0	2500
388719	0	738
353299	0	6539
6041	410	5092
6004	160	2432
284648	0	1490
85397	0	6372
80896	304	3166
1660	26484	4673
81626	0	2365
3915	22369	7889
3918	6	6503
23057	348	5765
284649	54	2456
9887	9717	6845
4688	2	2577
10092	6504	2086
23179	54	5702
403314	0	2779
23127	441	7095
116461	2367	2862
102724846	0	221
81563	162	10308
80267	3551	7784
116496	813	7850
101929069	0	1086
6045	1528	4132
81627	4599	4594
54823	620	4003
10625	4864	4375
100288079	0	667
101929093	0	604
83872	100	18398
10216	4	5050
7175	25358	10246
54953	2743	3985
10896	14	884
102724919	2	542
5132	1	2335
5743	6	4493
103752588	0	793
5321	46	3193
104169671	0	750
101929766	0	288
339479	7182	5416
101929120	121	1423
440704	0	2216
64407	2	3533
431704	0	1794
5996	6	1403
6003	0	1563
100616345	205	63
5997	173	1350
102724954	0	435
51377	3614	7823
6738	2231	6229
51022	721	1384
79577	5417	6280
100302163	0	81
8707	0	3548
101929184	6	779
343450	0	6253
100616363	0	69
3075	2	4376
10878	0	2918
3078	0	1297
10877	0	4200
3080	0	1101
81494	0	2911
2165	4	2369
259266	15196	10888
360023	3002	8667
23418	9	6303
163486	942	13781
388722	54	683
56956	10	7717
140609	3808	4134
127124	0	732
5788	6	7416
100131234	0	604
406955	0	110
406995	0	110
102800316	0	768
104266961	0	662
400800	0	2296
2494	352	6448
554279	11	1417
23528	3684	4890
9928	5789	7457
83479	864	2895
101929224	8	736
23271	6708	7388
2848	0	1224
55765	22	4752
23046	95	9940
779	0	6173
647219	8	1420
252839	7168	2471
91156	14	11931
5317	5	5447
7139	0	1755
3898	4	2957
7135	1	6143
23612	250	1629
1465	4528	2324
376693	60	699
89796	4473	14678
100873949	10	842
100847050	0	120
100302158	0	92
55705	16088	11527
102466724	0	75
149345	1101	1793
25802	85	3967
10440	5419	1659
6051	9581	3109
102465443	0	113
1999	6935	3387
9283	183	4551
127829	2156	1795
5778	17	4467
148713	0	4095
59352	1	4419
29089	524	908
4660	1765	17228
127833	30	10872
10765	10066	7138
100506696	57	764
641515	0	2819
148709	38	2321
5877	1137	3227
59349	7408	3588
51094	7472	2423
51706	2041	1643
100506747	8	1873
92703	6322	3186
8497	270	6791
4656	0	1533
134	1250	3349
4608	218	2388
1116	20	2196
1118	6	2843
100506775	0	904
730227	15	2741
7832	10581	2712
2331	2	3257
5549	0	5820
26254	0	1837
493	29634	8920
677843	3	125
84719	38	1277
54900	2	3367
9877	11259	6405
100381270	2428	2940
6635	5610	1618
284573	2	1514
9580	1051	4082
55224	505	2804
101929441	8	1126
5972	0	1465
3814	6	1112
127845	0	883
22874	49	11456
127841	0	1290
84919	6295	5791
5287	2341	8886
100189122	0	73
100189425	0	73
4194	1313	12991
10446	228	3718
23114	498	11266
6900	18	7883
388730	221	1332
5929	4599	4586
25778	5179	7964
9911	232	5485
81788	117	3534
55220	0	3674
284576	0	2781
93273	66	1282
101669762	473	2616
105371697	54	2006
442891	0	97
100189098	0	73
5129	309	3459
284578	6	2363
148808	30	4088
2005	5653	12933
85414	347	4432
64710	58427	6464
8934	3147	4288
254428	5700	5082
148811	2	2183
284581	46	3061
115019	0	4840
103021296	0	2445
103021295	2	464
338382	136	3720
1510	0	2243
440712	0	2301
553	4	1773
729533	393	4664
23380	4229	9058
9641	541	3474
102466202	0	62
83593	215	4166
1939	3473	3412
8444	705	2555
9261	4220	3625
3586	0	2850
29949	0	2964
50604	0	1567
11009	0	2324
9214	0	3086
5284	2	4317
83953	0	3230
79098	8	5507
5208	1618	9836
55432	1447	6609
725	0	2578
722	0	2369
1604	1662	3465
1380	0	4245
1378	0	10127
1379	0	1837
4179	16318	3393
407026	0	88
407025	0	81
148696	0	4218
947	6	6329
105372883	79	3745
5362	128	13106
642587	3	919
406988	0	110
57172	32	2470
3914	156	4536
100422894	0	67
50486	4	963
3290	0	1566
80342	187	2808
148304	397	1561
3664	7	4505
27042	2691	8521
255928	2	6969
574036	0	800
56256	0	2443
105373474	0	693
55733	338	4351
3756	1	8159
55758	2792	6935
7188	457	4575
84791	455	758
343035	0	4266
7779	2730	2018
4751	4330	3276
9926	7389	8723
102723727	0	4519
25896	2745	4696
51514	4462	4691
100131205	133	566
100422947	0	73
101929541	4	912
5525	5359	3415
692157	0	133
55248	1122	2878
29937	4452	949
101929565	0	333
467	491	3071
149647	0	2332
55509	12	981
25936	1874	13220
128387	1436	2609
149643	5	506
642946	422	942
28982	2715	6197
79805	470	8440
90806	4526	5314
26750	2297	4468
100505832	0	3399
100861504	0	1906
5629	4	9802
105372911	0	1418
56950	833	1685
5784	6920	13443
1063	27057	10377
3776	2	4764
101929612	0	58
51133	3555	4210
7399	0	20189
102723833	0	461
2104	0	8373
55105	1538	8156
128153	72	2502
103752555	0	420
100885798	0	1584
101929631	0	1728
51018	1903	8276
728463	4	557
7042	22	5954
103611157	0	1370
643723	0	1629
127018	1164	2410
102723886	6	2569
55532	0	3985
2058	27503	5015
10380	3440	3756
55699	32899	3549
406997	1	110
406969	0	85
25782	7429	7329
100302234	0	82
677818	0	131
6791	29	1537
4139	18	7485
79762	724	2972
54996	1271	4310
64757	902	4350
101929730	0	962
100873924	0	563
105373280	0	3018
3142	14	2279
400804	0	4492
11221	0	2830
101929771	0	423
100189378	0	73
79802	23	2835
9015	750	4769
100506161	71	956
375056	11423	9260
64853	5065	3006
148362	5395	5010
400823	2	2646
84976	818	6358
7100	200	4363
55061	97	3639
164127	0	2098
388743	2	2427
824	24092	4525
7159	4017	4817
105369195	536	3416
441124	115	894
23219	6557	5451
8560	3777	2450
101927143	0	790
101927164	3	1323
4931	2826	3490
100313769	0	138
29097	5288	2401
80232	12808	7324
100616468	0	85
149111	1092	4138
127602	1287	17085
3930	6878	4540
55740	18136	13696
6726	18781	1620
2052	6354	2375
9725	2586	6258
10637	0	1626
29920	3817	1771
102466270	0	63
7044	0	2335
163859	2323	4009
3020	15625	1062
64746	5179	3565
83881	0	2100
286826	1391	4247
142	33995	3985
375057	14	8257
3707	54	7040
100506443	10	1347
5664	1388	2298
56997	2751	3423
105379282	13	5522
8476	7385	11258
339500	401	8940
100130093	149	2400
65094	339	2683
116841	3784	2793
105373289	9	2418
339501	0	1470
7483	189	5218
100847072	0	94
101060022	7	1586
89780	46	3417
100506571	2	4098
375	21322	2198
100500810	0	79
79169	1653	3379
128308	1550	1430
2987	10291	2834
57165	604	2381
574432	7	641
200205	961	8342
574407	63	3534
84033	752	33766
101927401	1	2717
81559	2511	2756
102465444	0	62
51127	55	2727
8290	0	481
92815	1725	496
128312	59	452
100616308	1	79
149603	13718	3133
100129094	2	3206
100169751	0	121
100169753	0	121
100169754	0	121
100169755	0	121
100169756	0	121
100169757	0	121
100169758	0	121
100169759	0	121
100169760	0	121
100169761	0	121
100169762	0	121
100169763	0	121
100169764	0	121
100169765	0	121
100169766	0	121
100169767	0	121
58480	451	4758
574029	85	2472
100169768	0	121
105373132	220	2394
5867	3304	3036
10638	0	1123
126731	2675	5354
58	6	1493
55746	9785	4170
101927478	5	477
23456	3523	5111
27097	1568	6799
9816	2776	6361
101927532	0	667
2590	20244	5393
79605	353	3354
101927553	0	403
22796	3236	2960
183	6	2584
10753	0	2699
84886	2961	4132
101927604	10	794
79573	2539	5610
64801	2529	1445
375061	105	1498
100302132	0	97
440730	16	8826
149373	0	1347
128061	1538	1444
8443	6465	2768
149371	1399	5142
83932	1600	6014
54583	5735	7097
645339	0	764
100303453	0	9769
7257	2389	2650
100287814	0	597
27185	9	13341
27184	0	3892
104472714	0	734
101927660	0	2238
57568	69	7460
101927683	0	2042
54627	1099	5455
84284	3068	1316
80003	508	7353
101927736	0	389
84451	191	5852
3775	0	2850
100616390	0	68
148641	52	3478
100616380	0	73
101927765	76	768
388753	2107	1276
6894	2608	7133
100506795	0	2860
359948	10859	4663
100302691	25	2270
101927787	195	1373
100506810	192	3793
101927851	62	889
731656	37	1000
9804	17818	3387
677802	23	135
23029	3581	3911
51742	6755	6658
100616224	0	83
9453	2656	2972
6905	2509	2223
148789	4636	6536
2786	1604	5543
1130	3988	20143
100302139	0	61
4811	24	5883
7107	575	2042
56605	1494	5054
128178	115	3017
3964	3336	9418
100287902	24	1440
55127	15208	9102
88	4	5114
4548	4661	11982
645745	0	316
6262	69	16650
100616141	0	73
100130331	0	3127
57829	0	2474
339535	2	1531
105373226	0	710
1131	0	6262
100506915	0	893
100873984	0	483
645884	0	953
56776	0	8041
64388	0	4507
6000	0	3024
100422856	0	75
2271	7558	2107
8564	0	5613
23596	95	2632
1122	954	7067
128025	6	5983
9156	1895	3968
441925	1	1296
440738	0	1283
200150	2	4395
731275	2	3834
9859	614	7875
10806	24	5869
100616343	0	80
10000	137	8434
339529	0	1799
10472	2040	4543
440742	0	489
200159	6	3388
159	6454	3733
257044	58	4300
51029	9925	5683
116228	15	2616
284702	231	5045
3192	75916	6846
101928068	18	4834
84288	251	4871
55083	0	14435
64754	1771	2581
105373268	0	7439
255654	0	964
64216	3180	1842
163882	2279	5876
51097	5041	2474
100130097	83	4020
149134	2	1123
25909	15320	9213
57116	2	3756
100533111	0	1119
93474	200	4198
79862	404	2008
388759	30	2258
7678	537	5616
100500849	69	94
317705	0	1074
84838	5255	9980
114548	4	5435
127623	0	954
441932	0	1342
148823	0	7069
148824	0	1913
81472	0	2742
81470	0	954
81469	0	930
441933	0	924
343169	0	927
26188	0	945
284532	0	1291
391189	0	969
25893	0	5158
343171	0	945
343172	0	6999
284521	0	2146
391190	0	939
391191	0	1008
26247	0	925
81466	0	939
26246	0	1276
391192	0	939
388762	0	645
127059	0	939
391194	0	1044
127062	0	939
26245	0	936
391195	0	963
127064	0	963
391196	0	939
127066	0	939
127074	0	1047
254879	0	927
26696	0	1110
401992	0	1379
343173	0	957
401993	0	948
391211	0	951
343563	0	948
127068	0	957
127069	0	939
127077	0	951
403244	0	1064
403239	0	954
401994	0	3292
101928226	0	398
646627	0	2366
80851	2579	3722
100422879	6	67
79894	2139	3091
55657	1376	3497
267002	378	5948
100189199	0	84
100189409	0	72
102723376	0	826
347688	12	2054
10771	4769	5607
22982	2277	9174
100847086	0	90
414235	0	4512
105376339	2	609
23185	7018	12863
101927762	5	407
105376341	36	4395
23560	6609	2517
91734	158	1359
55853	16	1305
102723422	2	2342
3422	1404	4478
22884	1769	4611
399706	0	2434
105	0	8426
642394	0	644
282980	0	2097
102465944	0	71
399708	0	5505
105376351	0	4331
101927824	29	2794
5214	6680	3209
10531	9110	3750
100507034	61	4076
105376353	4	2830
105376501	4	1139
1316	11542	4662
102464829	0	100
101927964	0	2287
100652988	0	565
100507059	0	2598
100216001	34	1394
338588	1	1016
83592	762	5815
389932	36	1397
1645	3047	1379
1646	215	4156
8644	114	1980
340811	1	2182
1109	0	2949
114131	0	710
79861	0	1798
10276	6754	4336
51806	0	876
100132159	18	3709
810	1	1380
79754	2478	2808
54906	11256	12145
2665	19519	2412
100189342	11	73
54522	329	2638
84893	5833	4576
3601	178	3282
3559	0	3216
84991	4309	3961
5209	1990	4888
100422989	0	82
100628560	0	56
399715	5	2967
5588	0	4466
439949	31	2253
101928150	0	3470
100652997	2	703
100507127	0	3070
57713	44	8577
80760	0	7910
3698	2	3189
22944	536	7972
509	11429	1148
83860	1771	4903
2625	327	3328
105376502	63	1383
399717	20	2371
100507143	0	916
101928272	0	2270
100507163	0	714
101928298	0	575
101928322	0	505
207107	0	693
254312	0	1112
10659	6	11174
439950	0	2277
414196	0	2573
9712	1637	7031
79746	0	1658
254427	231	3770
219731	1	3156
26019	4600	5588
55526	11046	5217
55176	1474	3503
100616488	0	57
11164	2271	3543
8872	5630	1548
57118	685	9399
100616151	0	71
100616320	0	60
100313841	0	100
83643	287	3811
10133	4090	3713
55388	1460	4569
221044	0	824
5264	3221	1945
22929	6953	3270
222389	235	5942
8559	1252	1853
55691	439	9531
101928453	0	1066
100422843	0	78
100302116	0	86
83641	786	5353
441549	107	1478
51182	2955	6250
79723	1800	3797
64421	661	6978
644890	17	708
105376432	0	2399
55301	2	1890
414149	911	3370
221060	19	1714
10557	961	1692
9397	6356	5128
100192204	10	626
221061	3552	4025
8516	0	7091
80013	1597	8339
9317	2049	3905
389941	195	2493
101928701	0	667
6251	5848	3901
8029	32682	13749
1787	560	12826
100507347	88	1992
7431	194388	3211
338596	115	6730
100128098	0	557
9200	1579	1322
102723166	55	2635
8027	1507	5236
653567	4	6185
4360	0	5191
574445	0	87
221074	0	2808
100129213	0	1966
783	14	6264
221078	485	5177
221079	2353	7382
340895	0	7682
101928834	0	1397
84898	10	12961
100616383	0	77
10529	715	10313
387638	0	995
100128511	6	632
100302741	0	107
399726	796	1989
100302129	9	80
387640	108	11468
8028	2194	6798
64215	2734	2663
340900	0	1170
100189083	0	74
100130992	48	6477
23412	137	942
100532731	0	3388
648	32	3430
9576	4	3168
100499489	34	2505
5305	648	5225
219681	2	4297
22921	1102	2052
256297	0	1333
256815	0	8564
387642	0	640
100616217	0	63
220213	180	3113
56243	222	10247
693188	0	97
57584	3230	7696
56952	393	3446
219670	24	3843
79896	1634	3867
101929025	0	2977
100128811	0	2433
57512	2	6663
101929052	0	2881
101929073	0	551
53904	1	9037
2572	0	2948
54518	4	2866
645528	0	1085
731789	0	6104
23590	560	2639
